ID,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
185,1200,1593,601,135,1824,0,0
186,0,1600,1500,0,1000,1500,1
187,57087,5295,68454,13889,16250,38313,0
188,8214,7000,6800,7134,0,6836,1
189,5396,5000,3500,501,1000,2000,0
190,0,1000,0,0,760,0,0
191,10020,6031,10057,5028,5060,4223,0
192,1342,1664,2000,0,900,846,1
193,199,0,0,17227,341,5114,0
194,37867,0,200,0,0,0,0
195,2000,1000,2000,500,1000,20011,0
196,1900,1400,1700,1532,1600,0,1
197,0,0,116,0,1500,0,0
198,1500,1032,541,20000,693,1000,0
199,138,2299,1251,1206,1151,15816,0
200,1000,85,1714,104,0,0,1
201,0,0,0,0,0,0,0
202,25000,0,3000,7800,0,2500,0
203,10000,13001,5841,13506,487,7004,0
204,5000,5000,4152,5000,5000,5000,0
205,9100,7300,5800,5600,5600,4100,0
206,22359,1305,1258,1459,3457,1700,0
207,1473,390,390,390,0,2380,0
208,1586,343,3763,877,0,419,1
209,3200,3000,2038,2000,1800,1800,1
210,4345,2854,1702,0,1709,258,0
211,5000,5050,8303,0,85632,0,0
212,0,250,0,789,1222,9616,1
213,1700,1504,1200,1500,1500,1000,0
214,3036,2309,0,1000,2000,148,0
215,13000,11001,0,10484,10838,10367,0
216,390,390,240,1470,0,0,0
217,0,0,0,0,0,0,1
218,3100,3500,3400,3000,3500,3000,0
219,4000,5000,3000,3000,3000,8954,0
220,4542,126,0,0,0,0,0
221,12000,0,5900,5000,4500,4700,1
222,12388,12378,12116,12450,12213,11678,0
223,12019,9006,17000,12000,9557,15000,0
224,10042,18832,2117,2076,5045,3754,0
225,0,24,1500,1000,1201,30592,1
226,6530,4860,22500,4820,4877,4962,0
227,2686,1864,569,0,0,0,0
228,1609,3000,663,676,834,782,0
229,2401,2254,2004,704,707,1004,1
230,0,1333,500,100,0,3200,0
231,2090,2002,1002,238,1011,389,0
232,0,1200,1000,0,1000,10000,1
233,0,0,2624,45567,1747,2000,0
234,5000,5000,10000,0,12118,2769,1
235,1506,1298,1000,721,811,599,0
236,3983,6853,1719,1378,19942,2418,0
237,4500,1745,1566,1208,1077,2529,0
238,0,7422,893,6082,2293,3299,0
239,10116,9150,8008,8000,8009,7714,1
240,3000,2000,2198,1000,3000,2399,1
241,0,0,0,0,2285,0,0
242,1800,2000,3000,2000,2000,2000,0
243,1800,1750,900,1200,1200,1100,0
244,2821,0,0,2821,0,176,0
245,355,120,0,0,60,60,0
246,1601,2203,2114,0,0,0,0
247,1631,1536,1010,5572,794,1184,0
248,1788,1799,1100,1150,2423,0,0
249,2504,4007,5056,74,1023,2566,0
250,1561,1268,587,611,1000,2000,0
251,1710,136,1206,2002,2005,3003,0
252,5006,1244,851,955,0,0,0
253,5366,5087,3605,3894,3785,3304,1
254,7042,2000,1000,99669,12600,10000,0
255,3127,1469,4968,1905,2494,862,0
256,1565,1393,980,994,1024,886,0
257,1233,1075,1355,1130,21361,1347,0
258,2453,9880,52572,1546,2210,0,0
259,0,0,0,0,0,0,0
260,10000,9020,6000,5500,6000,5500,1
261,40010,20094,5000,5001,25365,65000,0
262,1602,1400,3000,3130,1062,6318,0
263,4664,5969,18941,0,12652,1916,0
264,51315,0,0,299,338,0,0
265,258,5995,188,1644,16872,4000,0
266,0,0,316,316,316,316,0
267,1134,1298,478,847,0,175,0
268,4100,3095,1630,561,600,0,1
269,1600,1600,1500,1500,1500,1500,0
270,1700,0,426,501,2614,1390,1
271,2035,2004,616,2007,1009,2015,0
272,0,1350,0,0,0,450,0
273,0,0,0,0,0,0,1
274,2000,1322,2000,2000,1200,3000,0
275,0,0,0,0,0,0,1
276,4483,12496,3268,3000,3000,2000,0
277,2728,0,2654,0,22545,0,1
278,316,316,316,316,316,316,0
279,2007,2199,691,707,703,697,0
280,4000,4500,5000,4000,5000,4400,0
281,1000,664,1500,0,0,0,0
282,10063,5162,10150,44299,43509,31031,0
283,7722,6091,3563,3605,3000,3211,0
284,4173,3000,2025,5000,3000,3000,0
285,5000,5000,5000,5000,4000,5000,0
286,41986,21874,20076,16171,586,19777,0
287,3276,2026,2000,2000,2000,2502,0
288,8610,6907,3727,3800,4001,2701,0
289,3472,2092,2000,2127,1960,1559,1
290,1295,1000,1000,1000,1000,1000,0
291,898,325,898,325,0,345293,1
292,0,0,0,0,0,0,1
293,1100,0,300,0,600,0,0
294,3507,0,500,370,393,700,1
295,0,0,0,0,0,1500,0
296,9000,7465,4715,4804,5141,5300,0
297,657,2319,1423,0,1820,2496,0
298,6483,5082,6000,5900,4544,4700,0
299,2755,3463,1300,1100,1100,2000,0
300,0,13001,0,19595,203,0,1
301,3490,2332,2314,2365,2497,2305,0
302,0,0,0,0,162000,0,0
303,2400,1206,1000,1000,1000,1000,0
304,2800,0,4000,1700,1000,2000,1
305,665,960,3908,1014,3500,2880,0
306,3220,5904,0,3000,0,0,0
307,23962,0,8500,4590,0,0,0
308,5215,0,0,0,0,0,0
309,1200,1200,2000,1500,1500,1500,1
310,13809,14583,4889,273,13557,0,0
311,1000,1354,5322,6,2386,9085,0
312,7000,5000,5000,4900,5000,5100,0
313,3000,3100,0,3000,1500,0,0
314,0,6000,0,5000,2286,3000,1
315,1631,1286,200,645,909,200,0
316,1970,2000,618,809,2000,616,1
317,2200,2500,2000,2100,2500,2200,0
318,165,526,452,397,485,459,0
319,3754,1,1070,1030,863,654,0
320,0,0,0,0,0,0,0
321,2500,0,2000,2000,1854,2000,1
322,21105,5461,5000,5849,2732,50000,0
323,1070,1500,3666,2477,1306,1000,0
324,1710,1100,1000,767,6173,1000,1
325,10000,7000,10000,10000,10000,10000,0
326,0,38013,3000,5000,3000,3000,0
327,325,0,950,0,325,325,1
328,3800,0,3720,0,1300,1291,1
329,44665,8321,2190,24599,7416,77195,0
330,5200,0,8100,4000,4200,4200,0
331,1000,0,6900,24000,17000,2500,1
332,3000,0,500,500,2700,500,1
333,0,1483,673,10000,11540,7000,0
334,0,0,0,1600,78388,0,0
335,1323,1600,830,700,674,376,0
336,5795,7408,5645,5753,6370,5865,0
337,10000,8000,6000,7000,7000,6000,0
338,0,0,0,0,0,0,0
339,1974,4406,1061,1073,1046,1047,1
340,6900,5037,1100,1330,3800,2037,0
341,92,92,0,92,0,1883,0
342,1212,1200,0,978,0,0,0
343,0,4872,20183,5000,0,1000,0
344,11000,145000,26000,0,101005,1898,0
345,5440,5051,3835,4106,4250,4028,0
346,0,0,5000,5000,1500,13000,0
347,4210,4159,1000,1080,2000,1525,0
348,3000,2000,2000,2000,2000,2000,1
349,6600,6500,5100,5300,6000,5000,0
350,1411,1522,621,795,715,1000,1
351,1541,4200,0,0,23101,3000,0
352,10118,47015,0,4000,100000,10000,0
353,0,0,0,0,0,0,1
354,3177,2600,3000,1691,695,882,0
355,3400,0,1000,1001,634,638,0
356,1481,2000,1100,1200,1500,1500,1
357,6349,5834,3870,4000,3825,3520,0
358,9010,35000,5000,6000,5000,4400,0
359,3000,2900,2900,3000,3500,4000,0
360,291,51058,35696,34039,291,291,0
361,10000,0,14000,16500,16000,19000,1
362,2589,2568,2570,2661,2781,2500,0
363,0,0,1262,1358,1275,1590,0
364,0,2066,0,216,216,66,1
365,300,399,665,576,613,520,0
366,1529,1507,0,3965,8676,384,0
367,3000,2237,975,1000,2000,1039,0
368,0,1500,0,0,150,0,0
369,0,0,0,0,0,0,0
370,0,1168,384,390,632,616,1
371,0,0,0,0,0,0,1
372,2977,15086,9123,13028,29712,50000,0
373,1640,9000,0,8000,0,2000,0
374,2500,2000,1500,4000,2000,0,0
375,8100,5299,3305,5040,160719,7000,0
376,1640,1700,915,800,1000,1961,0
377,0,1342,946,4200,0,1000,0
378,14000,3855,4991,3600,5500,4000,0
379,3500,3000,2000,4000,3000,10000,0
380,2000,3000,327,3000,3000,5000,1
381,4200,2575,2600,2674,2701,5750,0
382,1500,400,200,500,500,400,1
383,3000,30000,4000,4000,3400,3300,0
384,1105,1903,0,296,500,95,1
385,10010,1209,579,0,0,6305,0
386,15000,14000,9000,8500,9000,8300,0
387,80000,0,0,0,0,0,0
388,3500,4330,3500,3500,3500,5100,1
389,7900,6500,5700,5700,5700,5334,0
390,291,582,0,0,130291,651,1
391,0,0,0,0,0,0,0
392,38621,2000,1130,922,1011,5000,1
393,4400,4013,3011,3000,3001,2653,0
394,3000,3000,3000,3500,2000,2000,0
395,25000,0,0,0,0,0,0
396,10000,10000,6000,6000,6000,5600,0
397,2502,1200,860,0,579,0,0
398,0,0,848,0,632,0,0
399,4002,5000,3500,3000,2700,5000,0
400,4007,0,8272,5000,0,4400,0
401,5233,3289,2072,3018,184922,6100,0
402,1488,1394,962,1500,2541,2000,0
403,2091,384,0,2344,0,472,1
404,1774,1710,1046,1079,1089,2244,0
405,7500,0,11558,5800,0,5654,1
406,2690,3487,0,0,85900,396,0
407,6000,0,0,0,0,0,0
408,325,15296,12137,12312,14113,10526,0
409,11404,8232,10450,9697,16477,11341,0
410,10000,8000,6371,6217,5947,6288,0
411,0,2709,1600,1400,1300,1200,1
412,0,0,367,150,0,0,0
413,0,2809,4606,792,3404,0,0
414,0,1064,423,313,1000,4641,1
415,26734,199982,9033,19371,22593,2000,0
416,5000,0,0,0,0,640,0
417,17507,1102,0,0,160,1103,0
418,2000,1600,1200,2000,0,1000,0
419,3629,3332,2000,2000,2000,2500,0
420,0,0,0,0,0,0,1
421,1500,1800,1007,2500,0,1800,0
422,8071,9021,7013,6013,6028,6010,0
423,2795,1350,371,2980,0,2213,0
424,4500,0,3500,3500,9000,0,1
425,10000,7143,7306,6303,6429,6000,0
426,0,0,0,0,0,0,0
427,3000,1500,0,3123,1500,1000,1
428,199,199,398,0,199,398,1
429,3600,1646,600,28468,1327,1000,0
430,6000,4500,5000,3000,3000,3000,0
431,3200,3300,3000,3001,3000,3100,0
432,13007,10612,10041,11000,10512,7000,1
433,2500,2500,2000,2000,2057,2500,0
434,6422,6565,5951,6006,5894,5946,0
435,6015,17454,1775,0,0,0,0
436,10000,8000,0,16000,8000,0,1
437,0,0,300,0,150,200,0
438,2300,2200,2300,2200,2300,2300,0
439,2500,3008,1000,761,800,704,0
440,3212,1600,956,40000,1800,1700,1
441,350,400,1695,11300,485,2400,0
442,4000,4037,6500,3500,0,3200,0
443,0,945,0,197,2995,0,0
444,5704,5930,4000,4003,10033,4400,0
445,12026,9010,7400,8000,8000,7000,1
446,1600,1500,1100,1000,600,500,0
447,4500,4400,3000,2400,2500,2500,0
448,1260,29366,54,0,1599,0,0
449,5000,1485,1956,1500,0,2102,0
450,4505,12906,0,2210,2300,5200,0
451,0,0,0,0,0,0,1
452,0,18000,16000,16000,21000,20000,1
453,14000,5022,130000,7000,6000,6000,0
454,179,1443,1443,1443,871,2015,0
455,2500,51432,1800,1800,1800,1700,0
456,2027,1207,301,212,5315,4987,0
457,0,6000,0,6000,0,6000,0
458,1800,1900,1300,0,0,0,0
459,18163,5654,12887,6985,9130,6554,0
460,2100,1217,500,0,6400,4590,1
461,5657,10372,5000,5000,5000,5000,0
462,8638,5723,2980,1260,7868,2198,0
463,80000,3000,3015,23473,1148,4900,0
464,120093,8034,3013,4010,5882,3000,0
465,0,1991,0,0,150,614,0
466,7536,7277,7100,7120,6844,6945,1
467,8909,7500,9000,6729,6000,7009,1
468,1610,1224,655,627,620,500,0
469,10026,7241,50091,25000,5078,2132,0
470,3276,6246,307,2870,670,1362,0
471,13802,16525,8893,9229,10000,9435,1
472,14020,13595,6243,6007,6061,6012,0
473,2790,1140,2144,1180,1382,2440,0
474,1800,1500,2000,2700,1500,0,0
475,2682,0,6440,0,5930,5120,0
476,1900,1400,1000,1100,1000,420,0
477,1800,1500,1200,1203,1166,1000,0
478,2518,5950,0,1782,1985,2700,0
479,0,501,300,600,300,600,0
480,0,0,0,0,0,0,0
481,120041,4435,0,1069,0,67619,0
482,17000,0,11400,550,5300,5400,1
483,2112,1200,758,6736,0,0,0
484,1700,4000,1600,1600,1500,4086,0
485,1709,574,556,2306,2562,2111,0
486,7600,6303,4137,3502,4027,3517,0
487,15111,13165,0,10500,6992,0,0
488,3317,3506,4218,5000,6080,938,0
489,1648,792,0,396,396,792,1
490,6277,4663,4140,4414,2646,7725,0
491,157,0,0,0,0,0,0
492,1300,2,1608,0,900,800,0
493,4000,11900,207,2003,2003,2003,0
494,4000,308,0,0,0,0,0
495,1203,1047,248,408,294,276,1
496,1000,390,1000,220,640,1000,0
497,7521,7000,7000,7128,8000,7100,0
498,7403,0,820,1025,1113,104,0
499,0,0,120,6,1645,0,0
500,1623,3916,750,0,800,850,0
501,2000,1500,2000,1500,0,1200,0
502,0,6000,0,4500,0,2000,0
503,10000,9000,8000,8000,7500,7000,0
504,2000,3000,0,0,0,0,1
505,0,0,0,0,0,0,0
506,396,396,0,793,1220,0,0
507,0,285138,4989,100,200,528666,0
508,2500,2000,1128,2500,0,2000,0
509,1700,1400,200,1000,0,500,0
510,0,0,10446,0,0,0,0
511,1261,1261,1411,930,0,780,0
512,240,240,240,240,240,240,1
513,53228,3997,1750,2853,51041,3219,0
514,2000,1500,1300,1300,1200,1500,1
515,2900,10,577,430,1017,4,0
516,2385,88678,2169,2634,3132,732,0
517,3060,3300,2610,2750,2750,5500,0
518,3000,5000,2000,618,679,500,0
519,0,2126,390,328,476,1287,0
520,6000,7000,5000,7000,7000,7000,0
521,1597,1606,819,1000,1000,1623,0
522,33049,16000,8700,18775,15000,5350,0
523,390,75720,62520,17000,132200,167000,1
524,6022,3021,5012,5112,3000,5000,1
525,3200,3200,2600,2900,2700,3000,0
526,13250,433,1831,0,2891,153504,0
527,0,1594,1000,1606,0,300,0
528,0,6200,6000,6000,6500,6000,1
529,0,0,0,1685,2613,0,0
530,14410,0,28,22073,0,0,0
531,2836,1200,13000,1500,9000,1000,0
532,2454,1588,780,803,673,637,0
533,2400,0,871,0,244,251,1
534,2050,7500,2500,0,2500,2500,1
535,3068,2440,1807,2204,0,0,0
536,1675,2500,578,4825,2000,2435,0
537,13100,11000,10000,9000,7100,5500,0
538,5417,2847,2066,1919,2200,0,0
539,1000,0,0,318,0,0,0
540,600,7300,3700,3700,4000,3800,0
541,0,0,0,218,270,317,0
542,0,0,0,0,318,0,0
543,0,1000,0,1100,1100,1500,1
544,1553,5000,87,14761,29514,330,0
545,10000,13912,9785,0,2142,4230,0
546,5000,3000,3000,2000,5000,5000,0
547,0,0,0,0,0,0,1
548,0,0,0,0,0,0,0
549,7357,2566,3000,1000,10000,2000,0
550,5024,5000,5000,4000,5000,3500,0
551,1500,1000,1000,0,2000,2000,1
552,0,16500,0,26854,500,0,1
553,2500,1500,1100,2000,1500,1017,1
554,6370,0,0,0,0,0,0
555,2000,1600,1401,1607,1800,1751,0
556,38187,1207,2632,8654,0,4981,0
557,5401,1829,350,150,199,1145,0
558,11000,5800,3200,3200,3100,3000,0
559,2055,0,0,0,0,0,0
560,2800,2753,2400,2255,4767,0,0
561,12006,5736,6621,2457,14923,1712,0
562,2231,0,1005,948,0,789,0
563,2790,1758,416,416,3640,730,0
564,8005,8004,5000,5000,5000,105700,0
565,1,1693,6940,7,1230,3,0
566,8514,1751,6739,2403,11137,13407,0
567,1600,1500,3000,5000,1020,764,1
568,1510,3575,10573,10155,6240,16071,0
569,1537,1947,800,1000,718,683,0
570,1000,0,0,0,0,0,0
571,8394,4927,5089,19561,0,125,0
572,2040,2766,1690,1000,1000,1000,0
573,10530,0,0,0,4554,0,0
574,5156,1089,0,3177,1009,0,1
575,4641,2290,1459,6764,7601,7990,0
576,13000,10200,10265,8803,8300,8546,1
577,475,5691,34000,14000,8000,15000,0
578,13647,8314,4082,0,4085,0,0
579,1300,1100,1000,500,500,1000,0
580,2687,8765,3390,2040,0,0,0
581,780,0,0,0,0,0,1
582,15155,5485,5263,8598,5449,6537,0
583,3757,30348,1044,21636,9556,6066,0
584,4000,2374,2007,2500,3000,2000,0
585,2200,1600,1700,1700,0,0,0
586,1600,1300,600,1600,0,800,0
587,0,0,0,0,0,0,1
588,23776,0,9631,1561,1990,7967,1
589,6700,6000,1291,1319,1336,1365,0
590,23194,50000,11500,17024,18659,38923,0
591,5000,5000,65840,2000,2000,10000,0
592,4000,3924,3200,3300,3425,3013,0
593,1127,1074,215,249,4383,172,0
594,2145,1844,2009,5017,2000,5002,0
595,2681,2724,2287,2362,2374,2454,0
596,5090,5014,5009,4844,5002,4902,0
597,9429,8738,7017,7154,7073,7300,0
598,0,0,0,0,0,0,0
599,3249,3000,5000,2500,2300,2200,0
600,10000,0,0,2768,65373,10780,1
601,1426,1379,867,898,933,807,0
602,390,390,390,390,1320,0,1
603,1323,1196,544,563,629,361,0
604,3007,0,924,2070,0,3000,0
605,0,0,0,0,0,1576,0
606,0,2700,0,2200,0,1030,0
607,1351,1500,150,0,0,0,0
608,2000,5000,5000,0,2000,3000,0
609,9120,8528,0,6368,3000,3238,0
610,390,390,561,390,390,390,0
611,1006,32906,18900,13580,33150,0,0
612,0,0,0,0,2650,0,1
613,2000,1684,1601,2000,2000,2000,0
614,0,1435,955,993,2734,0,0
615,6000,5000,0,9000,4000,5000,0
616,2100,1200,965,64,509,8399,0
617,0,0,0,595,0,2370,0
618,5000,5000,3953,4500,4000,3900,0
619,2018,1900,2000,1500,1900,2000,0
620,3315,3088,2572,2559,2526,2620,0
621,3000,3000,3000,2500,2000,2000,0
622,0,1000,500,460,610,460,0
623,0,0,0,0,0,0,0
624,0,0,0,166,543,4268,0
625,0,0,0,0,0,0,0
626,1237,1249,1265,0,568,1327,0
627,2600,1800,2000,3140,2000,1800,0
628,660,660,660,660,660,660,0
629,1465,2000,1033,1200,1055,530,0
630,7193,3855,3411,6788,9921,5016,0
631,0,0,0,0,0,0,0
632,2000,2000,2000,4000,0,2000,0
633,1155,1000,0,1304,0,0,0
634,0,0,0,0,0,0,0
635,4086,1428,1318,2171,3198,4976,0
636,228,0,228,0,0,0,0
637,1107,1000,1000,1500,2150,0,0
638,1362,1294,682,680,694,618,0
639,1981,4521,20500,77000,100000,7700,0
640,3000,3000,2000,3000,3000,3000,0
641,6900,6867,5500,5500,5500,5600,0
642,2500,1000,0,0,0,0,0
643,5000,5000,5000,4500,5000,5000,0
644,20000,13000,5000,10000,4000,6000,0
645,3200,0,742,1000,2000,0,0
646,5180,5000,0,0,5000,0,0
647,1027,0,0,0,0,0,1
648,3100,2586,2000,2500,3000,2500,0
649,0,15000,8000,7000,0,15000,1
650,0,0,0,0,0,0,0
651,0,1100,300,0,0,0,0
652,1000,7816,7500,7500,14497,500,0
653,1300,1301,900,900,900,1600,0
654,0,200,42000,0,0,0,1
655,2500,1145,1000,1000,1000,1500,0
656,3597,5672,5427,3885,3543,3519,1
657,2000,1300,0,2000,1000,0,0
658,2500,2000,3000,2000,2000,2000,1
659,4500,2011,3105,0,1460,0,0
660,0,1179,1714,1290,1047,1000,0
661,8106,12431,12145,13391,7957,1905,0
662,3114,0,787,1457,0,0,1
663,40000,0,0,0,510,0,0
664,1300,1000,120,200,390,1170,0
665,2000,4110,1100,1200,1400,0,0
666,5540,4403,3814,3562,4021,3681,0
667,3011,3095,2000,4600,0,2258,0
668,1500,1387,893,1000,1501,2000,0
669,8200,0,8000,0,8600,0,0
670,2000,500,0,500,500,0,1
671,33000,33000,5810,1325,0,3095,0
672,1541,1248,1000,1000,1000,1000,1
673,3600,3800,3000,3000,3023,3000,1
674,0,0,0,0,0,0,1
675,4520,5050,3590,3700,3750,3510,0
676,0,2900,0,2500,0,1300,1
677,15000,6600,6500,6500,7000,7000,1
678,52129,30000,6000,6000,7000,10000,0
679,1087,4355,7423,0,2508,4141,0
680,1283,7024,7024,7024,7024,7024,0
681,1532,2000,783,3000,2000,2000,0
682,0,1024,0,0,0,0,0
683,1250,1000,0,0,0,0,0
684,8000,6000,5000,5000,4000,5000,0
685,10000,10000,10000,19000,13000,8000,0
686,0,177671,3508,4876,4188,10007,0
687,0,732,300,1000,500,1000,1
688,7500,6000,10000,7000,16000,6200,0
689,4310,5913,4426,4580,4770,4767,0
690,1853,1700,1522,1548,1488,1500,0
691,20000,30000,54340,0,2129,0,0
692,0,0,0,0,0,0,0
693,6163,4530,4500,5000,5000,5000,1
694,5800,0,2250,4500,0,2500,0
695,500,431,14328,5439,2980,5028,0
696,0,0,0,0,0,0,0
697,1267,1553,7511,1000,343,1000,0
698,0,0,0,0,0,0,0
