ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
229,1,2,0,0,0,0
230,0,0,0,0,0,0
231,1,2,0,0,2,0
232,0,0,-2,-1,-1,0
233,2,0,0,0,2,2
234,0,0,0,0,0,0
235,-1,-1,-1,-1,-1,-1
236,0,0,0,0,0,0
237,-2,-2,-2,-2,-1,-1
238,0,0,0,0,0,0
239,0,0,0,0,0,0
240,1,2,2,-2,-2,-1
241,0,0,0,0,0,0
242,0,0,0,0,0,0
243,-1,-1,2,2,-1,-1
244,-1,-1,2,2,2,2
245,0,0,0,0,0,-2
246,0,-1,-1,-1,-1,-1
247,0,0,0,0,0,0
248,0,0,0,0,2,0
249,0,0,0,0,0,0
250,1,2,2,0,0,0
251,0,0,0,0,0,0
252,0,0,0,0,0,0
253,0,0,0,0,-1,0
254,-1,0,-1,-1,-1,-1
255,0,0,0,0,0,0
256,0,-1,-1,-1,-1,-1
257,-1,-1,-1,-1,0,-1
258,0,0,-2,-2,-2,-2
259,2,0,0,0,0,0
260,0,0,0,0,0,0
261,0,0,0,0,0,0
262,-1,-1,-1,-1,2,-1
263,-2,-2,-2,-2,-2,-2
264,-1,-1,-1,-1,-1,-1
265,-1,-1,-2,-1,-1,-1
266,0,0,0,0,0,2
267,0,0,0,0,0,0
268,0,0,0,0,0,0
269,3,2,2,0,0,-1
270,0,0,0,0,0,0
271,-1,2,-1,0,0,0
272,1,-2,-2,-2,-2,-2
273,0,0,0,0,0,0
274,-2,-2,-2,-2,-2,-2
275,0,0,0,0,0,0
276,2,-1,-1,-1,-1,-1
277,-1,-1,-1,-1,-1,-1
278,0,0,0,0,0,0
279,0,0,0,0,0,0
280,0,0,-1,0,0,-2
281,0,0,0,0,-1,-1
282,0,0,0,0,0,0
283,0,0,0,0,0,0
284,0,0,0,0,0,0
285,-1,-1,-1,-1,-1,-1
286,2,0,0,0,0,0
287,0,0,0,0,0,0
288,2,0,0,0,0,0
289,0,0,0,0,0,0
290,-1,-1,-1,-1,-1,-1
291,1,-2,-2,-2,-2,-2
292,3,2,2,2,2,2
293,0,0,2,0,0,0
294,1,-2,-2,-2,-2,-2
295,0,0,0,0,0,0
296,-1,-1,-1,-1,-1,-1
297,0,0,0,0,0,0
298,0,0,0,0,0,0
299,1,-2,-1,0,-1,-1
300,0,0,0,0,0,0
301,-2,-2,-2,-2,-2,-2
302,0,0,0,0,0,0
303,0,0,2,0,0,0
304,-1,-1,-1,0,0,0
305,-2,-2,-2,-2,-2,-2
306,-1,-1,-1,-1,-1,-1
307,1,-1,-1,-2,-2,-2
308,2,2,2,3,3,4
309,-1,-1,-1,-1,-1,-1
310,-1,0,-1,-1,0,-1
311,0,0,0,0,0,0
312,0,0,0,2,0,0
313,-1,2,2,2,0,0
314,0,0,0,0,0,0
315,0,0,0,0,0,0
316,0,0,0,0,0,0
317,1,-1,-1,-2,-2,-1
318,3,2,2,0,0,0
319,1,-2,-2,-2,-2,-2
320,1,2,2,0,0,0
321,0,0,0,0,0,0
322,-1,0,0,0,0,0
323,0,0,0,-2,-1,-1
324,0,0,0,0,0,0
325,1,-2,-1,0,0,0
326,-1,2,2,-1,2,-1
327,2,2,2,2,2,0
328,-2,-1,-1,-2,-2,-2
329,2,2,2,2,2,2
330,1,-1,2,-1,-1,-1
331,0,0,2,0,0,0
332,1,2,0,0,0,0
333,1,-2,-2,-2,-1,-1
334,0,0,0,0,0,0
335,0,0,0,0,0,0
336,0,0,0,0,0,0
337,-2,-2,-2,-2,-2,-2
338,0,0,0,0,0,0
339,-1,-1,0,-1,-1,-1
340,-2,-2,-2,-2,-2,-2
341,0,0,0,0,-1,0
342,-1,2,-1,-1,-1,2
343,0,0,-1,0,0,-1
344,0,0,0,0,0,0
345,-1,-1,-2,-1,0,0
346,-1,-1,-1,0,0,0
347,0,0,0,0,0,0
348,0,0,0,0,0,0
349,0,0,0,0,0,0
350,0,0,-1,0,0,-1
351,1,-2,-1,-1,-2,-1
352,1,-2,-2,-2,-2,-2
353,0,0,0,0,0,0
354,2,2,2,0,0,2
355,-1,0,0,0,0,0
356,0,0,0,0,0,0
357,0,0,0,0,0,0
358,0,0,0,0,0,0
359,-1,-1,-1,-1,-1,-1
360,4,3,2,0,0,0
361,0,0,0,0,0,0
362,4,3,2,0,0,0
363,1,-2,-1,0,-1,-1
364,-2,-2,-2,-2,-2,-2
365,1,-1,-1,-2,-1,-1
366,0,0,0,0,0,0
367,-1,2,2,2,0,0
368,1,-2,-2,-2,-2,-2
369,3,2,0,0,0,0
370,2,2,-2,-2,-2,-2
371,-1,-1,-1,-1,-1,-1
372,0,0,0,2,2,2
373,0,0,0,0,0,0
374,0,0,0,0,0,0
375,0,0,0,0,0,0
376,1,2,0,0,0,2
377,-1,0,0,-1,-1,-1
378,0,0,0,0,0,0
379,0,0,0,0,0,0
380,0,0,0,0,0,0
381,2,2,2,0,0,0
382,0,0,0,0,0,0
383,-1,0,0,2,0,0
384,0,0,0,0,0,-2
385,0,0,0,0,0,0
386,1,-1,-1,-2,-2,-2
387,-1,0,0,2,2,2
388,0,0,0,0,0,0
389,-1,-1,-1,0,0,-1
390,1,-2,-2,-2,-2,-2
391,1,-1,0,0,0,0
392,0,0,0,0,0,0
393,0,0,0,0,0,0
394,-1,-1,-1,-2,-2,-2
395,0,0,0,0,0,0
396,0,0,0,0,0,0
397,-2,-2,-2,-2,-2,-2
398,0,0,0,0,0,0
399,2,2,2,2,2,2
400,0,0,0,0,0,-1
401,0,0,0,0,0,0
402,-1,-1,-1,-1,-1,2
403,0,0,0,0,0,0
404,2,2,2,2,2,2
405,-2,-2,-2,-2,-2,-2
406,0,0,0,-2,-2,-2
407,1,2,0,0,0,0
408,0,0,0,0,0,0
409,0,0,0,0,0,0
410,1,2,2,2,2,2
411,-1,-1,-2,-1,-1,-2
412,1,-2,-1,-1,-1,-1
413,1,2,0,0,0,0
414,-2,-2,-2,-2,-2,-2
415,-1,-1,-1,-2,-2,-2
416,-2,-2,-2,-2,-2,-2
417,0,0,0,0,0,2
418,0,0,0,0,0,0
419,1,-2,-2,-2,-2,-2
420,2,0,0,0,0,2
421,0,0,0,0,0,0
422,-1,-1,-1,-1,-1,-1
423,2,2,2,0,0,0
424,0,0,0,0,0,0
425,-1,-1,-2,-2,-2,-2
426,2,2,2,2,0,0
427,-1,-1,-1,-1,0,-1
428,0,0,0,0,0,0
429,0,0,0,0,0,0
430,0,0,0,0,0,0
431,0,0,0,0,0,0
432,0,0,0,0,0,0
433,0,0,0,0,0,0
434,0,0,-1,-1,-1,-2
435,1,2,2,2,2,2
436,-1,-1,-2,-1,2,-1
437,0,0,0,0,0,0
438,0,0,0,0,0,0
439,0,0,0,0,0,0
440,-1,-1,-1,-1,0,0
441,0,0,0,0,2,2
442,1,-2,-1,-1,-1,-1
443,0,0,0,0,0,0
444,0,0,0,0,0,0
445,0,0,0,0,0,0
446,0,0,0,0,0,0
447,-1,-1,-1,0,0,-1
448,0,0,0,0,0,0
449,0,0,0,2,0,0
450,1,-2,-2,-2,-2,-2
451,2,2,0,0,0,0
452,0,0,0,-1,0,0
453,0,0,-2,-2,-2,-2
454,0,0,0,0,0,0
455,0,0,0,0,0,-1
456,1,2,2,2,2,2
457,-1,0,0,0,0,-2
458,-1,-1,-1,-1,-1,-1
459,0,0,0,0,0,-1
460,0,0,0,0,0,0
461,-1,-1,-1,-1,-1,-1
462,0,0,0,-1,-1,0
463,0,0,0,0,0,0
464,1,-2,-1,-1,-2,-1
465,-1,0,0,0,0,0
466,0,0,0,0,0,0
467,0,0,0,0,0,0
468,0,0,0,-1,0,0
469,-1,-1,-1,-1,-1,-1
470,0,0,0,0,0,0
471,0,0,0,0,0,0
472,-1,-1,-1,-1,-1,-1
473,1,2,2,0,0,2
474,-1,-1,-1,-1,-1,-1
475,0,0,0,0,0,0
476,0,0,0,0,0,0
477,0,0,0,2,0,0
478,-1,2,-1,-1,-1,0
479,-2,-2,-2,-2,-2,-2
480,0,0,0,0,-1,2
481,0,0,2,2,2,2
482,0,0,0,0,-1,2
483,1,2,2,2,2,2
484,-1,-1,-1,-1,-1,-1
485,0,0,0,0,0,0
486,-1,-1,-1,-1,-1,-1
487,0,0,0,0,0,0
488,-1,-1,-1,0,-1,-1
489,-1,-1,-1,-1,-1,-1
490,-2,-2,-2,-2,-2,-2
491,2,2,2,2,2,0
492,0,0,0,2,0,0
493,0,0,-1,-1,-2,-2
494,0,0,0,0,0,0
495,-1,-1,-1,-1,-1,-1
496,0,0,0,0,0,0
497,0,0,2,0,0,0
498,-1,-1,-2,-1,-1,-1
499,0,0,0,2,2,0
500,0,0,0,0,2,2
501,1,2,2,2,2,2
502,0,0,0,0,0,0
503,0,0,0,0,0,0
504,-2,-2,-2,-2,-2,-2
505,-1,-1,-1,-1,-1,-1
506,-1,-1,-1,0,0,-1
507,0,0,0,0,0,2
508,0,0,0,0,0,2
509,-1,-1,-2,-1,-1,-2
510,-1,-1,-1,-1,-1,2
511,-1,-1,-1,-1,-1,-1
512,-1,-1,-1,-1,-1,-1
513,2,2,2,2,2,2
514,0,0,2,0,0,0
515,0,0,-1,0,0,0
516,0,0,0,0,0,0
517,0,0,0,0,0,0
518,1,2,0,0,0,0
519,0,0,0,0,0,0
520,0,0,0,0,0,0
521,1,-1,0,0,0,0
522,-1,-1,-1,0,0,-1
523,0,0,0,0,0,0
524,0,0,0,0,0,0
525,-1,-1,-1,-1,-1,-1
526,1,2,0,0,0,2
527,2,2,0,0,0,0
528,1,-2,-2,-2,-1,-1
529,-1,-1,2,2,-1,-1
530,0,0,0,0,0,0
531,0,0,0,0,0,0
532,0,0,2,2,2,0
533,2,0,0,3,3,2
534,-2,-2,-2,-2,-2,-2
535,-1,-1,0,-1,-1,0
536,0,0,0,0,0,0
537,0,0,0,0,0,0
538,0,0,0,-2,-1,-1
539,1,2,2,2,2,2
540,-1,-1,-2,-2,-1,-1
541,1,-2,-2,-2,-2,-1
542,2,3,2,2,0,0
543,0,0,0,0,-1,-1
544,-1,0,0,-1,0,-1
545,0,0,0,0,0,0
546,1,-2,-2,-2,-2,-2
547,-2,-2,-2,-2,-2,-2
548,-1,-1,0,0,0,0
549,0,0,0,0,0,0
550,0,0,2,2,2,0
551,-1,-1,-1,-1,-1,-1
552,0,0,0,0,0,0
553,1,-1,-1,-2,-2,-2
554,-2,-2,-2,-2,-2,-2
555,0,0,0,-1,-1,-2
556,-2,-2,-2,-2,-2,-2
557,0,0,2,2,2,2
558,0,0,0,-2,-2,-2
559,0,0,0,0,0,0
560,-1,-1,0,-1,-1,-1
561,-2,-2,-2,-2,-2,-2
562,-1,-1,-1,-1,-1,-1
563,-1,0,0,0,0,0
564,2,2,2,-1,2,2
565,-2,-2,-2,-2,-2,-2
566,0,0,0,0,0,0
567,-1,-1,-1,-1,-1,-1
568,0,0,0,0,0,0
569,0,0,0,-2,-2,-2
570,1,-1,-1,-1,-1,-1
571,0,0,0,0,0,0
572,-1,-1,-1,-2,-2,-1
573,-2,-1,-1,0,-1,-1
574,-1,-1,-1,-1,-1,-1
575,2,0,0,0,0,0
576,-1,-1,-1,0,0,0
577,-1,-1,-1,-1,2,-1
578,0,0,0,0,0,0
579,-2,-1,-1,-1,-1,-2
580,1,-1,-1,-2,-2,-2
581,-1,0,0,0,0,0
582,-1,-1,-1,-1,-1,-1
583,0,0,0,0,0,0
584,0,0,0,0,0,0
585,0,0,0,0,0,2
586,1,-2,-2,-2,-2,-2
587,-1,-1,2,-1,-1,-1
588,0,0,0,0,0,0
589,-1,-1,0,0,-1,-1
590,0,0,0,-1,0,0
591,0,0,0,0,0,0
592,0,0,0,0,0,0
593,0,0,0,0,0,0
594,0,0,0,0,0,0
595,0,0,0,0,0,0
596,0,0,0,0,0,0
597,1,-2,-2,-2,-2,-2
598,2,0,0,0,0,0
599,-1,-1,2,0,-1,-1
600,0,0,0,0,0,0
601,-1,-1,-1,-1,-1,-1
602,0,0,0,0,0,0
603,2,2,2,0,0,2
604,1,-2,-2,-2,-2,-2
605,1,2,2,2,2,2
606,0,0,0,0,0,-2
607,0,0,0,0,2,0
608,-2,-2,-2,-2,-2,-2
609,-1,-1,-1,-1,-1,-1
610,0,0,-1,-1,-1,-1
611,0,0,-2,-2,-2,-1
612,0,0,0,0,0,0
613,2,2,0,0,0,0
614,1,2,2,2,2,2
615,0,0,0,0,0,0
616,1,-2,-2,-2,-1,-1
617,0,0,0,0,0,0
618,0,0,0,0,0,0
619,0,0,0,0,0,0
620,0,0,0,0,0,0
621,-1,-1,-1,-1,-1,-1
622,0,0,-2,-2,-2,-2
623,1,-2,-2,-2,-1,-1
624,-1,-1,-2,-2,-2,-2
625,0,0,0,0,2,0
626,0,0,0,0,0,0
627,-1,-1,-1,-1,-1,-1
628,0,0,0,0,0,0
629,-1,-1,-1,-1,-1,-1
630,-1,-1,-2,-2,-2,-2
631,0,0,0,0,0,2
632,0,0,0,0,0,-2
633,-2,-2,-2,-2,-2,-2
634,0,0,0,0,0,0
635,-1,-1,-1,-1,-1,-2
636,0,0,0,0,0,0
637,0,0,0,0,0,0
638,-1,-1,-1,-1,-1,0
639,0,0,0,0,0,0
640,0,0,0,0,0,0
641,0,0,0,0,-2,-2
642,0,0,0,0,0,0
643,0,0,0,0,0,0
644,0,0,2,0,0,0
645,1,-1,-1,-2,-2,-2
646,2,0,0,-2,-2,-2
647,0,0,0,0,0,0
648,2,2,2,2,2,2
649,8,7,6,5,4,3
650,-2,-2,-2,-2,-2,-2
651,0,0,-1,-1,-1,-1
652,0,0,0,0,0,0
653,1,-2,-2,-1,-1,-2
654,0,0,0,0,0,0
655,-2,-2,-2,-2,-2,-2
656,0,0,0,0,-1,-1
657,0,0,0,0,0,0
658,0,0,0,0,0,-1
659,-1,2,-1,-1,0,-1
660,-2,-2,-2,-2,-2,-2
661,0,0,0,-1,-1,-1
662,-1,-1,-1,-2,-2,-1
663,0,0,0,0,0,-1
664,0,0,0,2,2,2
665,0,0,0,0,0,0
666,0,0,0,0,0,2
667,0,0,0,0,0,0
668,1,2,2,2,2,2
669,2,2,2,0,0,0
670,2,-1,2,2,2,2
671,0,0,0,0,0,0
672,2,0,0,0,0,0
673,2,2,7,7,7,6
674,0,0,0,0,0,0
675,2,2,2,2,2,2
676,2,2,2,2,2,2
677,0,0,0,0,0,0
678,-1,-1,-1,-1,0,-1
679,-1,0,0,-2,-2,-2
680,0,0,0,0,0,0
681,-2,-2,-2,-2,-2,-2
682,0,0,0,0,-2,-2
683,0,0,0,0,0,0
684,0,0,0,0,0,0
685,-1,-1,-1,0,-1,-1
686,-1,-1,-1,0,0,0
687,0,0,0,0,0,0
688,0,0,0,0,0,0
689,0,0,0,0,0,0
690,0,0,0,-1,-1,-1
691,-1,2,2,-2,-2,-2
692,2,0,0,0,0,0
693,0,0,2,0,0,2
694,-2,-2,-2,-2,-2,-2
695,-2,-2,-2,-2,-2,-2
696,0,0,0,-1,0,0
697,-1,2,2,-2,-2,-2
698,-2,-2,-2,-2,-1,0
699,0,0,0,0,2,-1
700,-2,-2,-2,-2,-1,-1
701,-1,-1,-1,-1,-1,-1
702,0,0,0,0,-2,-2
703,1,3,2,0,0,0
704,1,2,4,3,2,2
705,-1,0,0,0,0,0
706,1,2,0,0,0,0
707,1,2,2,2,2,2
708,0,0,-1,2,0,0
709,0,0,0,0,0,0
710,0,0,0,0,0,0
711,0,0,0,0,0,0
712,1,2,-1,0,-1,-1
713,1,-1,-1,-2,-2,-1
714,-2,-2,-2,-2,-2,-2
715,0,0,0,0,0,0
716,0,0,0,0,0,0
717,0,0,0,0,0,0
718,1,-2,-2,-2,-2,-2
719,0,0,0,0,0,0
720,0,0,2,0,0,0
721,0,0,0,0,0,0
722,1,-1,-1,-1,-1,-1
723,-1,-1,-1,-1,-1,-1
724,0,0,0,2,2,2
725,0,0,0,2,0,0
726,-1,-1,-1,0,-1,-1
727,-2,-2,-2,-2,-2,-2
728,0,0,0,0,-1,-1
729,-1,2,-1,-1,2,2
730,0,0,0,0,0,0
731,0,0,0,0,0,0
732,1,2,-1,-1,-2,-2
733,-1,-1,-1,-1,-1,-1
734,0,0,0,0,0,0
735,-2,-2,-1,0,0,0
736,0,0,0,0,0,0
737,0,0,0,0,0,0
738,0,0,0,0,0,0
739,2,0,0,2,0,0
740,0,0,0,0,0,0
741,-1,-1,-1,-1,-2,-2
742,0,0,0,0,0,0
743,0,0,0,2,0,0
744,-2,-2,-2,-2,-2,-2
745,0,0,0,0,0,0
746,0,0,0,0,0,0
747,0,0,0,0,0,0
748,2,-1,-1,-1,-1,-1
749,8,7,6,5,4,3
750,1,-2,-1,0,0,0
751,2,0,0,0,0,-1
752,0,0,0,0,0,0
753,-1,0,0,0,0,0
754,-1,0,0,-1,-1,-1
755,0,0,0,0,0,0
756,0,0,-1,-1,0,0
757,2,0,-1,-1,-1,-1
758,0,0,0,0,-1,-1
759,0,0,0,0,0,0
760,1,2,0,0,0,2
761,-1,-1,-2,-1,-1,-2
762,-1,-1,-1,-1,-1,0
763,-1,2,-1,-1,-1,-2
764,0,0,0,0,0,0
765,-1,0,0,0,0,-1
766,0,0,0,0,0,0
767,-1,-1,-1,0,0,0
768,-1,-1,-2,-2,-2,-2
769,-2,-2,-2,-2,-2,-2
770,-1,-1,-1,-1,-1,-1
771,-1,-1,-1,-1,-1,-1
772,0,0,0,0,0,0
773,0,0,0,0,0,0
774,-1,2,-1,-1,-1,-2
775,1,2,0,0,0,0
776,-2,-2,-2,-2,-1,-1
777,-1,-1,-1,-1,-2,-1
778,2,0,0,-1,0,-1
779,1,-2,-1,-1,-1,2
780,0,0,2,2,2,0
781,-1,-1,2,-1,-1,-1
782,2,2,2,2,2,2
783,1,-2,-1,-1,-2,-2
784,0,0,0,0,2,0
785,1,-2,-2,-2,-2,-2
786,-1,-1,-1,-1,-1,-1
787,-1,-1,-1,-1,0,0
788,0,0,0,0,0,0
789,-1,0,0,0,-2,-2
790,1,2,2,0,0,0
791,1,-1,-1,-1,-2,-1
792,-1,-1,-1,-2,-2,-2
793,1,-2,-2,-2,-2,-2
794,0,0,0,0,0,0
795,0,0,0,0,0,0
796,-2,-2,-2,-2,-2,-2
797,0,0,0,-1,-1,-2
798,2,2,2,2,2,0
799,0,0,0,0,0,0
800,-1,-1,-1,-1,-2,-1
801,4,3,2,0,0,0
802,-1,-1,-1,-1,0,0
803,-1,-1,-1,-2,-2,-2
804,0,0,0,-2,-2,-2
805,0,0,0,0,-2,-1
806,1,-1,2,-1,-1,-1
807,0,0,2,2,2,2
808,0,0,0,0,0,2
809,0,0,0,0,0,0
810,0,0,2,0,0,0
811,0,0,0,0,-2,-1
812,1,-2,-2,-2,-1,-1
813,-1,0,0,0,0,-1
814,1,2,2,2,2,2
815,0,0,2,0,0,0
816,2,2,0,0,0,0
817,-1,-1,-1,-1,-1,2
818,-1,-1,-1,-1,-1,-1
819,0,-1,0,0,0,0
820,-1,-1,-1,-1,0,-1
821,1,2,0,0,0,0
822,-1,0,0,2,0,0
823,0,0,0,0,0,0
824,0,0,0,0,0,0
825,1,-1,-1,-1,-2,-2
826,1,2,0,0,0,2
827,0,0,0,0,2,2
828,-1,-1,-1,-1,-2,-1
829,0,-1,-1,0,0,0
830,-1,0,0,-1,0,0
831,8,7,6,5,4,3
832,0,0,0,0,-1,0
833,-1,-1,-1,0,0,0
834,0,0,0,0,0,-2
835,-1,-1,-1,-1,-1,-1
836,2,2,2,2,2,2
837,0,0,0,0,0,0
838,0,0,0,0,0,0
839,1,-2,-2,-2,-2,-2
840,1,2,0,0,0,0
841,0,0,0,0,0,0
842,-2,-2,-2,-2,-2,-2
843,1,-2,-2,-2,-2,-1
844,0,0,0,0,0,0
845,-1,-1,-1,-1,-1,0
846,-2,-2,-2,-2,-2,-2
847,2,0,0,2,0,0
848,4,4,4,3,2,0
849,-1,2,-1,0,0,0
850,0,0,0,2,2,6
851,1,2,2,0,0,0
852,0,0,-2,-2,-2,-2
853,0,0,0,0,0,0
854,0,0,0,0,0,0
855,-2,-2,-2,-2,-2,-2
856,0,0,2,2,2,2
857,2,2,2,2,2,2
858,0,0,0,0,0,0
859,0,0,0,0,0,0
860,-2,-2,-2,-2,-2,-2
861,-2,-2,-1,0,0,0
862,2,2,7,7,7,7
863,0,0,0,0,0,0
864,0,0,0,0,0,0
865,0,0,0,0,0,0
866,0,0,0,-2,-2,-2
