ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
88,140000,2,1,2,25,
89,130000,2,1,2,24,
90,160000,2,3,1,45,
91,140000,2,2,2,27,
92,80000,2,3,2,24,
93,240000,2,2,2,39,
94,420000,2,2,2,28,
95,100000,2,2,1,40,
96,150000,2,2,2,41,
97,40000,2,2,2,24,
98,120000,1,1,1,48,
99,90000,2,2,2,34,
100,80000,2,2,1,42,
101,90000,1,2,2,34,
102,30000,2,2,2,37,
103,200000,2,1,2,29,
104,100000,2,2,1,31,
105,200000,1,1,1,49,
106,80000,1,2,2,26,
107,120000,1,2,1,40,
108,80000,1,2,1,31,
109,320000,2,2,2,27,
110,300000,2,1,2,27,
111,30000,1,2,2,35,
112,10000,1,2,2,38,
113,80000,2,2,2,23,
114,400000,2,3,2,26,
115,80000,1,1,2,26,
116,30000,2,3,1,42,
117,200000,1,1,1,42,
118,110000,1,2,1,26,
119,20000,2,2,2,38,
120,120000,2,2,1,50,
121,260000,2,2,1,42,
122,160000,1,2,1,26,
123,30000,1,2,1,48,
124,200000,2,1,2,35,
125,110000,1,3,2,27,
126,240000,2,1,2,29,
127,110000,2,1,1,33,
128,120000,2,2,2,26,
129,380000,2,2,1,48,
130,50000,2,1,2,25,
131,240000,2,1,1,40,
132,20000,1,5,2,26,
133,70000,1,2,1,37,
134,250000,2,2,2,24,
135,30000,1,1,1,52,
136,300000,2,1,2,43,
137,50000,1,2,1,38,
138,180000,2,3,1,35,
139,30000,2,1,2,27,
140,30000,2,1,1,47,
141,90000,2,3,1,49,
142,180000,1,2,2,29,
143,200000,1,2,1,41,
144,140000,2,2,2,24,
145,80000,1,2,1,35,
146,100000,2,2,2,35,
147,100000,2,1,2,28,
148,260000,2,2,2,28,
149,500000,2,2,1,53,
150,280000,2,2,1,49,
151,20000,1,2,1,46,
152,130000,1,1,2,37,
153,30000,1,2,1,36,
154,130000,2,1,2,28,
155,160000,2,2,1,38,
156,470000,1,1,2,27,
157,80000,2,2,2,23,
158,30000,1,2,2,30,
159,500000,2,1,2,27,
160,200000,2,2,1,33,
161,50000,1,2,1,44,
162,360000,2,1,2,30,
163,210000,1,1,2,28,
164,170000,2,1,2,34,
165,60000,2,2,2,31,
166,350000,1,1,1,55,
167,130000,2,6,1,44,
168,350000,2,1,2,32,
169,80000,2,2,2,52,
170,170000,1,2,2,29,
171,80000,2,1,2,27,
172,150000,1,1,2,40,
173,20000,2,2,2,23,
174,180000,2,2,2,30,
175,140000,2,1,2,28,
176,150000,2,2,2,26,
177,220000,2,1,2,27,
178,360000,1,1,2,29,
179,20000,2,2,2,34,
180,210000,1,2,2,32,
181,260000,2,2,2,29,
182,260000,2,2,1,40,
183,160000,2,1,2,31,
184,160000,2,1,2,29,
185,200000,1,1,1,41,
186,200000,1,1,2,32,
187,160000,2,2,2,25,
188,50000,1,2,1,34,
189,360000,2,1,2,29,
190,50000,2,3,1,43,
191,140000,2,1,2,30,
192,120000,2,1,2,35,
193,130000,2,1,2,27,
194,380000,1,1,1,52,
195,50000,1,3,1,47,
196,280000,2,2,1,56,
197,10000,1,2,2,26,
198,10000,1,2,3,28,
199,30000,2,2,1,50,
200,360000,2,1,2,27,
201,30000,2,1,2,45,
202,50000,1,3,2,29,
203,30000,2,2,2,38,
204,270000,2,3,1,30,
205,100000,2,1,2,33,
206,20000,1,2,2,34,
207,150000,1,3,2,39,
208,180000,1,1,1,37,
209,320000,1,2,1,50,
210,50000,1,2,1,48,
211,320000,1,1,2,28,
212,30000,1,1,2,28,
213,220000,2,1,1,45,
214,120000,2,1,2,29,
215,50000,2,2,1,54,
216,150000,2,2,1,38,
217,50000,2,2,2,23,
218,200000,2,1,2,29,
219,210000,1,2,1,37,
220,120000,2,2,1,25,
221,360000,2,1,1,32,
222,50000,1,1,2,50,
223,360000,1,1,2,29,
224,20000,2,2,1,43,
225,180000,1,3,1,39,
226,300000,2,1,1,56,
227,500000,1,2,2,32,
228,80000,1,2,1,46,
229,200000,2,1,2,31,
230,20000,1,2,2,26,
231,80000,1,6,1,41,
232,80000,1,2,2,30,
233,200000,2,1,2,32,
234,30000,1,3,1,42,
235,430000,2,2,2,29,
236,80000,2,2,1,46,
237,460000,1,1,2,31,
238,80000,2,3,1,38,
239,50000,2,2,3,37,
240,210000,2,2,2,32,
241,230000,2,3,1,54,
242,440000,2,2,1,47,
243,30000,1,2,2,34,
244,180000,2,1,1,30,
245,360000,1,1,1,52,
246,140000,2,1,2,31,
247,30000,2,1,2,56,
248,10000,2,2,2,32,
249,270000,2,1,2,32,
250,160000,1,2,1,40,
251,50000,1,3,1,41,
252,200000,2,1,1,37,
253,130000,2,2,1,37,
254,340000,2,1,2,34,
255,150000,2,2,2,26,
256,80000,2,3,1,55,
257,360000,1,1,1,44,
258,260000,2,5,2,39,
259,150000,2,3,1,43,
260,190000,2,1,1,30,
261,110000,2,1,2,30,
262,280000,2,2,2,27,
263,200000,1,2,1,51,
264,100000,2,3,1,24,
265,500000,2,3,2,46,
266,210000,2,1,2,26,
267,430000,1,1,1,51,
268,260000,2,3,2,49,
269,90000,2,2,2,41,
270,30000,2,1,2,34,
271,240000,1,1,2,30,
272,380000,1,2,1,39,
273,300000,1,1,2,33,
274,170000,2,5,1,33,
275,100000,2,1,2,24,
276,360000,1,3,2,49,
277,320000,2,2,1,43,
278,30000,2,2,2,25,
279,30000,2,2,2,44,
280,60000,2,2,2,51,
281,170000,1,2,1,34,
282,20000,1,2,2,33,
283,80000,1,1,2,26,
284,60000,1,3,1,39,
285,160000,2,2,2,44,
286,140000,2,2,2,26,
287,180000,2,2,3,48,
288,360000,2,2,2,32,
289,20000,1,2,2,25,
290,30000,2,2,1,44,
291,450000,1,1,1,42,
292,80000,2,3,1,54,
293,180000,1,2,2,36,
294,170000,2,2,2,34,
295,360000,2,1,2,30,
296,180000,1,1,2,31,
297,80000,2,2,2,22,
298,170000,1,2,1,42,
299,160000,2,1,2,26,
300,360000,2,2,1,52,
301,160000,1,1,2,31,
302,130000,2,2,1,26,
303,240000,2,5,1,34,
304,50000,2,2,2,29,
305,180000,2,1,2,31,
306,340000,2,1,2,29,
307,10000,1,2,1,30,
308,340000,1,1,2,36,
309,180000,2,4,1,34,
310,450000,2,1,2,33,
311,360000,2,2,2,30,
312,100000,1,1,1,33,
313,240000,1,2,1,39,
314,500000,1,1,1,42,
315,360000,1,1,2,29,
316,60000,1,2,2,24,
317,30000,1,1,2,25,
318,120000,2,2,2,54,
319,500000,2,1,2,35,
320,250000,2,3,1,43,
321,420000,1,1,2,33,
322,20000,2,1,2,24,
323,80000,1,1,2,27,
324,180000,2,2,1,31,
325,120000,1,2,2,30,
326,230000,1,1,2,30,
327,100000,2,1,2,28,
328,50000,1,3,1,72,
329,40000,2,3,1,55,
330,130000,1,2,2,28,
331,200000,2,2,1,37,
332,340000,1,1,1,52,
333,480000,2,1,2,30,
334,400000,2,1,1,48,
335,60000,1,1,2,24,
336,100000,2,3,1,42,
337,450000,1,1,2,31,
338,70000,1,2,2,62,
339,50000,2,1,2,23,
340,50000,2,2,2,54,
341,30000,1,2,2,34,
342,400000,1,2,2,37,
343,120000,1,1,2,27,
344,70000,1,1,2,33,
345,170000,2,3,2,30,
346,50000,1,2,2,30,
347,320000,1,1,1,33,
348,110000,1,2,2,27,
349,150000,2,2,2,23,
350,290000,1,1,1,36,
351,230000,2,2,2,41,
352,180000,2,1,2,27,
353,140000,1,2,1,29,
354,130000,1,3,2,54,
355,200000,2,2,1,44,
356,280000,1,1,2,31,
357,500000,1,1,2,36,
358,390000,1,1,1,35,
359,180000,2,3,2,31,
360,80000,1,2,2,42,
361,140000,2,2,2,33,
362,140000,2,1,2,27,
363,300000,1,1,1,35,
364,150000,2,1,1,36,
365,50000,1,3,2,44,
366,110000,1,2,2,26,
367,410000,2,1,1,53,
368,10000,1,3,1,42,
369,50000,2,2,1,34,
370,410000,2,1,1,35,
371,50000,2,2,2,44,
372,180000,2,1,2,30,
373,200000,1,1,1,44,
374,500000,1,1,2,48,
375,90000,2,1,2,29,
376,80000,2,1,2,54,
377,60000,2,2,1,45,
378,50000,2,3,1,44,
379,50000,1,3,1,24,
380,210000,2,1,2,37,
381,70000,1,2,2,47,
382,90000,2,2,1,34,
383,360000,1,1,1,51,
384,160000,1,2,2,28,
385,180000,2,2,2,32,
386,190000,1,1,2,32,
387,130000,2,2,2,29,
388,240000,1,1,1,38,
389,50000,2,3,2,44,
390,170000,1,2,1,42,
391,50000,1,1,2,49,
392,420000,2,3,1,36,
393,290000,2,1,2,27,
394,400000,2,2,1,39,
395,150000,1,1,2,30,
396,230000,2,1,1,35,
397,500000,1,1,1,43,
398,370000,2,1,2,28,
399,70000,2,1,1,29,
400,50000,2,3,1,47,
401,320000,1,3,1,36,
402,10000,1,2,3,37,
403,120000,2,1,2,25,
404,10000,2,2,2,49,
405,50000,2,2,1,45,
406,260000,2,1,2,58,
407,260000,2,3,2,27,
408,80000,1,1,2,26,
409,50000,2,3,1,61,
410,470000,1,3,1,47,
411,230000,2,1,1,41,
412,290000,2,3,1,49,
413,60000,2,1,2,28,
414,210000,2,2,2,29,
415,430000,1,1,2,34,
416,180000,1,1,2,28,
417,740000,2,2,1,35,
418,300000,2,2,2,36,
419,130000,2,2,2,30,
420,30000,2,2,1,29,
421,180000,2,1,2,36,
422,230000,2,1,1,32,
423,340000,2,2,2,29,
424,310000,2,2,1,29,
425,50000,2,1,2,23,
426,10000,2,2,2,36,
427,500000,2,1,1,30,
428,280000,2,2,2,29,
429,50000,1,2,2,49,
430,350000,1,1,1,42,
431,20000,2,1,2,26,
432,60000,2,2,1,59,
433,80000,2,2,1,48,
434,100000,1,1,2,25,
435,30000,2,2,2,28,
436,20000,1,2,1,43,
437,50000,1,2,1,27,
438,50000,2,3,2,44,
439,200000,2,1,1,38,
440,270000,2,1,1,60,
441,330000,1,2,1,50,
442,210000,2,1,2,31,
443,220000,1,1,1,35,
444,50000,2,3,2,27,
445,220000,2,1,2,36,
446,100000,2,1,2,28,
447,270000,2,1,1,43,
448,200000,2,3,2,33,
449,360000,2,5,1,39,
450,50000,2,1,2,33,
451,20000,1,1,2,23,
452,60000,2,3,1,42,
453,90000,2,2,1,25,
454,120000,1,1,1,45,
455,50000,2,2,1,42,
456,450000,2,1,1,33,
457,290000,2,1,2,29,
458,150000,2,1,1,36,
459,320000,2,1,2,30,
460,280000,2,1,2,26,
461,200000,1,3,2,40,
462,80000,2,2,1,23,
463,50000,1,1,1,56,
464,330000,2,2,1,37,
465,30000,1,3,1,52,
466,50000,2,2,1,26,
467,50000,1,3,1,38,
468,80000,2,2,2,27,
469,200000,1,2,1,39,
470,450000,1,1,1,45,
471,100000,2,1,2,30,
472,50000,1,2,2,33,
473,210000,2,3,1,41,
474,90000,2,3,1,56,
475,110000,1,1,2,33,
476,180000,2,6,1,48,
477,30000,2,2,1,30,
478,200000,2,2,2,49,
479,20000,2,2,2,24,
480,50000,2,1,2,26,
481,230000,2,1,2,33,
482,110000,1,1,1,56,
483,500000,2,1,1,37,
484,300000,2,1,2,29,
485,110000,1,2,2,41,
486,230000,2,2,1,37,
487,230000,2,1,2,31,
488,60000,1,2,2,25,
489,150000,1,5,2,27,
490,20000,1,2,1,31,
491,280000,2,2,2,38,
492,70000,2,3,1,43,
493,500000,2,1,2,42,
494,50000,1,3,2,26,
495,10000,1,3,1,37,
496,50000,1,3,1,53,
497,200000,2,1,1,44,
498,500000,2,1,1,35,
499,20000,1,2,1,37,
500,140000,2,2,2,32,
501,230000,1,1,1,46,
502,390000,2,1,2,53,
503,20000,2,2,2,26,
504,390000,1,1,1,33,
505,30000,2,3,1,52,
506,80000,2,2,1,41,
507,140000,1,1,1,36,
508,50000,2,3,2,50,
509,20000,2,3,2,47,
510,160000,2,2,2,24,
511,350000,1,3,1,37,
512,20000,1,2,2,55,
513,120000,1,2,2,31,
514,70000,2,2,2,25,
515,260000,2,1,1,36,
516,500000,2,1,1,38,
517,80000,2,3,1,52,
518,170000,1,1,2,51,
519,60000,2,2,2,24,
520,110000,2,3,1,31,
521,370000,2,2,1,35,
522,130000,1,3,1,43,
523,200000,2,1,2,30,
524,20000,1,1,2,42,
525,70000,2,2,2,37,
526,360000,1,1,2,27,
527,30000,1,2,2,26,
528,80000,2,2,1,41,
529,50000,2,2,1,32,
530,100000,1,1,2,32,
531,360000,2,2,2,31,
532,170000,2,1,2,26,
533,60000,1,3,2,24,
534,60000,2,2,1,31,
535,150000,1,2,1,41,
536,150000,2,1,2,27,
537,70000,2,1,2,28,
538,70000,1,2,2,31,
539,40000,1,3,1,56,
540,280000,2,1,2,32,
541,230000,1,2,2,32,
542,210000,1,2,2,33,
543,90000,1,3,1,35,
544,110000,2,1,2,27,
545,200000,2,3,1,30,
546,200000,2,1,2,32,
547,50000,1,2,2,23,
548,170000,2,2,2,25,
549,360000,1,2,1,36,
550,170000,2,1,2,49,
551,30000,2,2,1,38,
552,130000,2,4,2,28,
553,280000,1,2,2,32,
554,210000,1,1,1,44,
555,50000,2,2,2,31,
556,200000,1,3,1,36,
557,130000,2,2,2,27,
558,50000,2,3,2,23,
559,500000,2,2,1,42,
560,150000,2,2,1,44,
561,260000,1,5,2,35,
562,470000,2,2,1,45,
563,30000,2,2,1,35,
564,300000,1,3,1,61,
565,50000,2,2,2,31,
566,450000,2,1,2,35,
567,180000,2,1,2,32,
568,50000,1,2,2,47,
569,120000,2,3,1,30,
570,500000,1,1,1,41,
571,110000,1,2,2,29,
572,210000,2,1,2,39,
573,300000,2,1,1,36,
574,50000,2,3,1,36,
575,50000,1,1,2,44,
576,220000,1,2,1,35,
577,100000,2,1,1,37,
578,150000,2,1,2,28,
579,50000,2,2,2,23,
580,80000,1,2,1,40,
581,130000,2,1,2,30,
582,150000,1,2,1,30,
583,130000,1,2,2,42,
584,70000,1,2,2,44,
585,80000,1,3,1,59,
586,30000,2,1,2,25,
587,50000,2,2,2,24,
588,50000,2,2,2,35,
589,330000,2,1,2,33,
590,410000,1,2,1,41,
591,10000,2,1,2,24,
592,180000,2,1,2,29,
593,140000,1,2,2,33,
594,260000,2,3,1,41,
595,50000,2,2,2,23,
596,160000,2,1,2,27,
597,20000,1,1,2,23,
598,500000,2,1,1,34,
599,310000,2,2,2,31,
600,260000,1,1,2,27,
601,230000,2,2,2,28,
602,150000,1,1,1,47,
603,460000,2,1,2,28,
604,260000,1,1,2,45,
605,60000,1,2,2,24,
606,450000,2,1,1,40,
607,60000,2,2,2,41,
608,30000,1,2,2,25,
609,50000,2,3,1,42,
610,300000,2,2,1,37,
611,500000,2,1,2,28,
612,260000,2,2,1,43,
613,180000,1,2,1,43,
614,100000,2,3,2,28,
615,50000,2,2,2,56,
616,20000,2,1,2,23,
617,260000,1,2,1,42,
618,50000,1,2,2,43,
619,110000,2,2,1,33,
620,30000,2,2,2,25,
621,180000,1,1,2,38,
622,500000,2,1,1,33,
623,500000,2,1,1,33,
624,110000,2,1,1,41,
625,80000,2,2,1,56,
626,100000,2,3,1,53,
627,200000,1,2,1,42,
628,50000,2,2,1,36,
629,290000,2,1,2,28,
630,10000,2,2,2,21,
631,230000,1,2,1,34,
632,100000,2,2,1,36,
633,160000,2,1,1,37,
634,130000,2,3,2,24,
635,490000,2,2,2,28,
636,210000,1,1,2,29,
637,470000,1,1,2,35,
638,30000,2,2,1,29,
639,50000,1,3,2,26,
640,140000,2,2,1,37,
641,50000,1,2,1,35,
642,450000,2,2,2,35,
643,90000,1,2,2,26,
644,10000,2,1,2,33,
645,350000,1,1,2,41,
646,170000,2,2,2,36,
647,30000,2,3,1,44,
648,200000,2,2,2,26,
649,120000,2,2,2,24,
650,50000,1,2,2,25,
651,200000,2,1,1,28,
652,200000,2,3,1,28,
653,70000,2,1,2,24,
654,230000,1,1,2,32,
655,470000,1,1,2,34,
656,100000,2,3,1,28,
657,30000,1,2,2,34,
658,180000,2,5,2,30,
659,180000,2,2,1,39,
660,50000,1,2,1,30,
661,50000,2,3,2,22,
662,500000,1,1,1,49,
663,280000,1,2,1,34,
664,50000,1,3,1,42,
665,200000,2,1,2,37,
666,20000,1,2,1,31,
667,130000,2,2,1,39,
668,50000,2,1,2,24,
669,30000,2,2,1,47,
670,490000,1,1,2,35,
671,200000,2,6,1,43,
672,300000,2,2,2,30,
673,260000,2,1,1,31,
674,150000,2,2,2,24,
675,240000,2,1,1,37,
676,170000,2,1,2,53,
677,530000,1,1,2,30,
678,30000,2,3,1,23,
679,20000,1,2,2,23,
680,450000,1,5,1,35,
681,230000,2,3,1,37,
682,110000,1,2,2,51,
683,260000,2,2,2,29,
684,30000,1,2,3,53,
685,100000,2,2,1,30,
686,100000,2,1,2,27,
687,250000,2,1,1,34,
688,80000,2,2,1,32,
689,300000,2,2,2,32,
690,180000,2,2,1,32,
691,630000,1,1,2,40,
692,50000,1,2,2,47,
693,80000,2,3,1,53,
694,20000,1,2,2,24,
695,110000,1,2,2,55,
696,50000,1,2,2,25,
697,10000,2,2,2,33,
698,60000,2,2,1,48,
699,60000,2,1,2,23,
700,120000,2,2,2,30,
701,170000,2,2,2,48,
702,200000,1,2,1,44,
703,20000,2,2,1,42,
704,180000,2,2,1,36,
705,80000,2,3,1,42,
706,150000,2,1,1,29,
707,360000,2,1,2,37,
708,50000,1,2,2,40,
709,10000,1,2,2,23,
710,350000,1,1,1,35,
711,130000,2,3,1,49,
712,20000,2,2,1,36,
713,30000,2,2,1,33,
714,150000,1,3,1,40,
715,30000,1,1,2,24,
716,20000,2,1,2,24,
717,30000,2,2,2,21,
718,50000,2,1,2,23,
719,160000,1,3,2,38,
720,140000,1,3,2,39,
721,430000,2,1,1,48,
722,50000,2,2,2,23,
723,150000,2,3,1,45,
724,20000,1,3,3,44,
725,30000,1,2,1,47,
726,400000,2,3,1,42,
727,370000,1,1,2,28,
728,230000,2,2,1,37,
729,200000,2,1,2,36,
730,10000,2,1,2,27,
731,50000,2,1,2,24,
732,200000,1,2,1,36,
733,80000,2,1,1,28,
734,260000,2,5,1,28,
735,90000,2,3,1,49,
736,30000,2,2,1,26,
737,120000,1,3,1,43,
738,140000,1,2,2,41,
739,500000,1,2,2,29,
740,20000,2,2,1,31,
741,480000,1,1,1,58,
742,450000,2,2,2,36,
743,230000,2,2,1,35,
744,20000,1,2,2,48,
745,50000,2,1,2,27,
746,110000,2,3,1,44,
747,340000,2,1,1,41,
748,150000,2,1,2,31,
749,10000,1,2,2,24,
750,280000,2,1,2,28,
751,140000,2,2,1,34,
752,280000,2,1,2,52,
753,230000,2,2,1,36,
754,60000,2,2,2,23,
755,100000,2,2,2,34,
756,10000,1,3,1,50,
757,20000,2,2,2,53,
758,280000,2,1,2,32,
759,50000,2,2,2,24,
760,80000,2,2,1,37,
761,310000,1,3,2,28,
762,350000,2,2,1,36,
763,100000,2,3,1,42,
764,360000,1,2,1,34,
765,200000,2,1,1,33,
766,30000,1,2,2,24,
767,50000,2,2,2,23,
768,120000,1,2,2,37,
769,20000,2,1,2,25,
770,120000,2,2,1,30,
771,380000,1,1,1,34,
772,250000,1,1,1,50,
773,20000,1,2,2,28,
774,110000,2,2,2,24,
775,20000,2,3,1,61,
776,210000,1,1,2,33,
777,30000,2,2,2,23,
778,10000,1,3,2,28,
779,100000,2,2,1,30,
780,20000,1,3,1,53,
781,200000,1,2,1,38,
782,350000,2,1,2,24,
783,150000,2,1,1,52,
784,50000,2,2,1,35,
785,260000,2,2,1,49,
786,280000,2,1,1,36,
787,500000,2,1,2,29,
788,130000,2,2,2,23,
789,340000,1,2,1,37,
790,200000,2,1,1,35,
791,200000,2,1,1,40,
792,200000,1,3,1,54,
793,50000,1,2,2,25,
794,70000,1,3,2,39,
795,50000,2,2,2,28,
796,20000,2,2,2,28,
797,260000,2,2,1,46,
798,360000,1,2,1,47,
799,200000,1,1,2,27,
800,200000,2,2,2,37,
801,80000,2,1,1,35,
802,50000,1,2,1,36,
803,360000,2,2,2,36,
804,30000,2,2,2,22,
805,350000,1,2,2,32,
806,50000,2,2,1,49,
807,200000,1,1,1,45,
808,400000,2,1,1,28,
809,10000,1,2,2,23,
810,20000,1,1,2,35,
811,250000,2,1,1,42,
812,140000,2,1,2,28,
813,180000,1,1,2,36,
814,100000,2,2,1,36,
815,30000,1,3,2,37,
816,220000,2,1,2,30,
817,140000,2,1,2,25,
818,180000,2,1,2,29,
819,50000,1,2,1,34,
820,300000,1,1,1,58,
821,300000,2,3,1,40,
822,350000,1,1,1,42,
823,180000,2,3,2,30,
824,200000,1,1,2,29,
825,30000,2,2,2,51,
826,130000,2,2,2,33,
827,100000,1,2,2,41,
828,250000,2,2,1,39,
829,20000,1,2,1,22,
830,360000,2,1,2,31,
831,20000,1,3,1,63,
832,260000,2,1,2,28,
833,420000,2,2,1,40,
834,50000,1,3,2,23,
835,150000,2,2,1,30,
836,50000,1,3,2,46,
837,30000,1,2,2,43,
838,100000,2,2,1,25,
839,310000,1,2,1,31,
840,70000,2,2,2,25,
841,300000,1,2,1,29,
842,450000,1,1,1,43,
843,110000,2,1,2,35,
844,250000,2,3,1,50,
845,120000,2,1,2,26,
846,290000,2,2,2,25,
847,20000,1,2,2,36,
848,50000,1,1,1,35,
849,50000,2,3,1,55,
850,180000,2,2,2,25,
851,250000,1,2,2,38,
852,240000,2,2,1,32,
853,100000,2,2,2,31,
854,360000,1,2,2,29,
855,50000,2,3,1,28,
856,160000,2,2,2,24,
857,30000,2,2,1,38,
858,20000,1,2,2,34,
859,80000,1,2,1,37,
860,70000,2,2,2,23,
861,180000,2,2,2,28,
862,20000,1,2,2,43,
863,130000,2,2,1,24,
864,160000,2,2,1,38,
865,180000,2,2,1,31,
866,360000,2,1,1,49,
867,100000,1,2,2,34,
868,160000,2,2,2,27,
869,240000,2,2,2,24,
870,360000,2,2,2,30,
871,90000,2,1,1,41,
872,30000,2,2,1,45,
873,300000,2,2,1,33,
874,20000,1,3,1,42,
875,240000,2,2,2,30,
876,360000,2,1,1,34,
877,70000,2,2,1,51,
878,470000,1,2,1,52,
879,260000,1,1,2,29,
880,340000,2,2,2,30,
881,220000,1,2,1,41,
882,30000,1,2,1,48,
883,50000,2,2,2,24,
884,80000,2,3,1,41,
885,150000,2,2,2,51,
886,150000,2,1,2,32,
887,20000,1,2,2,43,
888,30000,1,5,1,56,
889,270000,2,1,2,30,
890,90000,2,2,1,36,
891,160000,2,2,2,38,
892,420000,2,1,1,32,
893,210000,2,1,2,31,
894,50000,1,2,2,23,
895,360000,2,2,2,32,
896,110000,1,3,2,34,
897,160000,2,3,1,42,
898,60000,2,2,2,26,
899,160000,2,2,1,39,
900,280000,1,3,1,47,
901,50000,1,3,2,57,
902,60000,2,2,3,35,
903,150000,1,2,1,33,
904,380000,1,2,1,42,
905,60000,2,2,1,29,
906,20000,2,3,1,56,
907,100000,1,2,1,52,
908,160000,1,1,2,42,
909,410000,2,1,2,34,
910,50000,1,3,0,50,
911,20000,2,1,2,25,
912,120000,2,2,1,27,
913,80000,2,2,1,42,
914,500000,1,2,2,44,
915,140000,1,1,2,30,
916,90000,1,2,2,30,
917,230000,1,1,2,34,
918,450000,2,1,2,31,
919,20000,1,2,2,30,
920,30000,2,2,2,23,
921,150000,1,1,2,39,
922,20000,2,3,1,39,
923,50000,2,2,1,45,
924,120000,2,2,1,37,
925,80000,2,2,2,28,
926,290000,2,2,1,36,
927,340000,2,1,2,27,
928,100000,2,3,1,43,
929,140000,1,2,2,27,
930,220000,1,5,2,23,
931,240000,1,2,1,48,
932,190000,1,2,1,43,
933,150000,1,1,1,33,
934,260000,2,1,2,32,
935,50000,1,2,3,37,
936,50000,1,2,1,40,
937,327680,1,3,2,42,
938,80000,2,3,1,43,
939,120000,2,3,1,50,
940,360000,1,5,1,34,
941,240000,2,2,2,29,
942,230000,1,1,1,33,
943,10000,1,2,2,21,
944,50000,1,1,2,28,
945,150000,1,2,1,41,
946,280000,1,2,2,30,
947,80000,1,1,2,33,
948,140000,2,2,1,37,
949,170000,2,2,1,45,
950,200000,2,1,1,41,
951,180000,2,1,2,26,
952,110000,2,3,1,50,
953,360000,1,1,1,38,
954,500000,1,1,1,32,
955,500000,1,1,2,35,
956,50000,2,2,2,24,
957,250000,2,1,2,28,
958,300000,1,1,1,38,
959,50000,1,1,2,28,
960,270000,1,1,1,44,
961,180000,2,2,2,33,
962,360000,2,1,1,32,
963,80000,2,1,2,25,
964,80000,1,1,1,28,
965,400000,2,2,2,41,
966,20000,1,3,2,35,
967,140000,2,2,2,32,
968,80000,2,2,2,34,
969,200000,1,1,2,38,
970,200000,2,1,1,37,
971,60000,2,2,2,29,
972,40000,2,2,2,23,
973,20000,2,3,1,44,
974,140000,2,1,1,56,
975,20000,1,2,1,31,
976,170000,1,3,1,42,
977,180000,1,2,1,39,
978,70000,2,1,2,25,
979,50000,1,2,1,53,
980,260000,2,2,1,37,
981,160000,1,1,2,41,
982,300000,2,1,1,34,
983,50000,2,2,1,38,
984,170000,2,3,2,46,
985,160000,1,1,1,51,
986,80000,1,1,2,33,
987,110000,2,2,1,42,
988,150000,1,2,1,35,
989,30000,2,3,1,67,
990,360000,2,2,2,30,
991,30000,1,2,2,46,
992,210000,2,2,2,27,
993,40000,2,2,2,24,
