ID,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
325,2058,1672,10000,2000,1704,1920,0,
326,36348,3010,20000,1200,2000,1000,0,
327,2000,2000,2000,1514,5000,0,0,
328,1908,1621,3165,1600,1620,0,1,
329,0,0,0,0,0,0,1,
330,6200,0,3500,3238,3216,3207,1,
331,606,432,1602,3017,937,1275,0,
332,33670,35212,30000,10766,33905,30200,1,
333,105,37754,32970,8000,3167,10981,0,
334,18368,591,13662,45363,2640,28663,0,
335,2000,1246,720,4780,1700,4000,0,
336,2004,1966,1884,1903,1940,2000,0,
337,3629,3271,6271,2135,2546,4877,1,
338,1100,1703,1000,1800,0,900,0,
339,2552,13914,2545,16508,3088,0,0,
340,0,0,323,0,0,1188,0,
341,0,780,0,0,0,0,0,
342,3019,5014,3,7040,2006,2005,0,
343,5024,5000,5000,4000,5000,3500,0,
344,2423,4136,1024,1215,435,186,1,
345,7400,7600,7800,6348,6200,6500,0,
346,2000,1000,0,0,0,0,0,
347,4114,4687,3985,22595,4117,5838,0,
348,3873,5051,3645,1984,3000,2356,0,
349,20039,1860,0,0,0,0,0,
350,0,568,16166,1000,1000,1000,0,
351,23722,4791,3516,7475,5352,2120,0,
352,0,0,0,0,0,0,1,
353,1300,3668,0,0,0,0,1,
354,4300,4300,7400,3600,4000,4000,0,
355,0,4000,14,2000,2000,2000,1,
356,10000,8000,6371,6217,5947,6288,0,
357,10010,8078,2000,5000,6000,15000,0,
358,5000,20000,5006,5006,5008,3004,0,
359,1443,12964,3041,2178,489,2638,0,
360,3200,4613,1100,1500,1500,966,0,
361,4882,4876,4666,4884,4666,4666,0,
362,6500,6500,5000,5000,5568,3600,0,
363,1217,338,0,0,0,0,0,
364,17914,25349,4694,6324,14433,17378,0,
365,2203,2139,700,700,800,1000,0,
366,196,3290,0,563,296,200,0,
367,187,7898,1842,1129,7592,0,0,
368,0,1200,1500,0,1000,3000,1,
369,2000,1718,1210,1018,539,5001,0,
370,0,0,0,0,18000,0,0,
371,2000,1000,3600,390,0,4870,0,
372,3687,1352,960,4921,3031,2718,0,
373,4001,3501,3501,3001,4001,4001,0,
374,0,785,20697,3766,0,2040,0,
375,3600,4331,3218,3613,3300,3519,0,
376,3500,5608,8000,1205,1500,2000,1,
377,1900,72334,4000,2000,14000,2000,0,
378,3483,0,1000,0,993,0,0,
379,1806,1000,1112,366,503,500,0,
380,0,199872,0,0,0,0,0,
381,0,2950,4965,0,5289,0,0,
382,0,432,0,0,0,0,1,
383,25000,0,0,0,0,0,0,
384,0,102,316,123,2847,2,0,
385,1582,30000,1000,1000,1000,1000,0,
386,15000,7171,5427,4000,3518,4758,1,
387,4200,2575,2600,2674,2701,5750,0,
388,4890,4164,14371,11411,3006,13336,0,
389,1500,3500,0,2300,0,1500,1,
390,1690,0,0,0,4750,0,0,
391,1314,1506,19300,1000,1000,700,1,
392,0,277510,10000,10000,10000,10500,0,
393,569,1000,1000,200,265,500,0,
394,3656,11713,24265,7832,5966,9363,0,
395,13230,31280,5979,7760,6000,260000,0,
396,0,0,0,0,0,0,0,
397,5864,4465,8724,0,4123,7124,0,
398,63895,0,8694,5562,0,3500,0,
399,3300,3100,2800,2600,2940,3000,0,
400,390,1554,390,780,0,390,0,
401,726,6992,3755,10138,15745,16740,0,
402,1000,676,6000,120,0,0,0,
403,5000,5814,0,0,5184,7048,0,
404,0,1000,0,0,0,0,1,
405,2321,1660,3000,1004,1003,627,0,
406,0,0,0,0,0,0,1,
407,3834,4523,3154,2025,1709,2011,0,
408,2000,2500,2000,2000,4000,2700,1,
409,1672,1686,1000,7764,0,1000,0,
410,4700,30002,20000,40000,35000,40000,0,
411,1528,1538,1777,1160,1500,1000,0,
412,34905,0,10951,7238,8467,10188,1,
413,4278,0,1483,673,10000,11540,1,
414,0,0,2000,4000,3000,5000,0,
415,15000,70000,3116,313094,10300,15000,0,
416,7255,25043,25256,29627,17765,6932,0,
417,8229,1487,15754,9012,25596,7003,1,
418,0,200,0,16418,88632,1913,0,
419,4224,4415,3600,5800,2000,2005,0,
420,0,2300,0,1500,0,1500,1,
421,960,20964,50988,110,971,1677,0,
422,0,0,0,0,5347,0,0,
423,4093,3000,11115,2052,2500,1100,0,
424,1732,1408,1209,622,600,748,0,
425,2200,2600,2500,3800,2200,0,0,
426,0,1290,1298,474,487,500,1,
427,10100,7041,4123,5039,5071,3548,0,
428,3419,8283,2287,10969,0,0,0,
429,3473,2294,328,350,323,312,0,
430,2995,240,1051,0,6461,18,0,
431,1072,390,390,390,0,780,0,
432,4000,3601,2000,0,0,0,0,
433,5000,5000,5000,3000,2000,3000,0,
434,2000,3000,1000,2000,1500,1000,0,
435,2000,2000,2200,0,1800,0,0,
436,1700,1530,700,700,600,1000,1,
437,2000,5300,1500,1100,1000,1000,0,
438,0,3500,2000,0,2000,2000,1,
439,2772,2571,2571,2571,2571,2571,0,
440,836,836,836,1972,0,836,1,
441,2763,0,5371,16648,1000,997,1,
442,5000,5000,4036,5000,4000,4000,0,
443,6220,762,5806,0,1364,500,1,
444,5559,2446,0,260,1000,1214,0,
445,125,15064,101,1011,1906,486,0,
446,1534,977,0,0,0,0,0,
447,1443,1443,1443,9629,1773,14524,0,
448,0,5000,2000,2000,1900,2200,1,
449,552,31051,7731,0,799,3238,0,
450,3400,1600,4900,0,2600,1500,1,
451,0,0,0,0,0,0,1,
452,5000,0,3000,2,1000,1000,0,
453,2018,2033,2016,2010,2010,1114,0,
454,5700,5700,6000,5000,10000,0,0,
455,2083,1840,31000,977,2003,1214,0,
456,11420,0,2243,0,4322,0,0,
457,15837,11584,8184,14936,19573,6309,0,
458,13447,17914,25349,4694,6324,14433,0,
459,7500,7500,7500,7500,7500,42562,0,
460,1700,1600,1300,1500,2000,99334,0,
461,6000,5762,0,0,3117,2000,0,
462,2500,2404,3000,2800,7700,0,1,
463,1117,1098,231,234,238,175,1,
464,2911,2579,7278,6,26,2089,0,
465,0,0,1919,2000,1100,201,1,
466,1500,1000,2500,0,2100,0,0,
467,7014,1261,1261,2522,0,780,0,
468,1985,2287,2287,281,965,18000,0,
469,1879,8,617,3,0,0,0,
470,700,46727,1400,924,400,16608,1,
471,2000,4400,3700,4700,3300,3700,0,
472,1780,2140,1161,510,503,500,1,
473,15728,18213,10784,41477,6879,9498,0,
474,2670,2690,3041,3790,2000,2000,0,
475,4000,5009,4000,3027,3000,2500,0,
476,3347,2962,6366,1842,1115,2240,0,
477,1500,3000,0,1001,2500,1200,0,
478,4200,0,7260,6100,0,3800,1,
479,1500,1450,369,429,288,250,0,
480,0,0,0,350,351,4076,0,
481,0,0,0,0,0,0,0,
482,0,5800,0,0,8774,0,1,
483,17470,15091,1587,61385,0,56733,1,
484,21250,23005,35012,25000,24000,24000,0,
485,24800,4400,4300,4205,4500,4304,0,
486,4500,4600,4389,4697,4800,4000,0,
487,1711,1292,885,1292,795,1035,1,
488,2740,2893,2210,938,1188,0,1,
489,10000,10000,2900,10000,0,0,0,
490,1500,2393,1000,494,139,19710,0,
491,4300,4000,4033,3000,3300,3500,0,
492,0,1378,70000,1185,1220,1119,1,
493,1844,1000,0,3000,4000,6000,1,
494,1800,0,950,862,947,814,0,
495,2248,1120,375,0,0,0,0,
496,1974,2442,1669,330,1342,330,0,
497,0,0,0,0,17480,76220,0,
498,9869,4065,3000,3000,8063,6000,0,
499,2000,19400,0,0,17666,0,1,
500,5000,5000,4300,5000,5158,4200,0,
501,518,2784,32,0,0,0,1,
502,5000,5000,5000,5000,5000,1161,0,
503,1293,0,1281,771,640,790,0,
504,6000,5000,5000,4000,5000,8883,0,
505,1720,2000,1700,1000,1000,1000,0,
506,0,0,0,0,0,0,0,
507,5000,5041,5000,4000,4000,4000,0,
508,4130,0,1100,1200,1000,1100,1,
509,0,3000,1600,1600,1800,1000,1,
510,1676,1940,1400,1451,2000,1533,1,
511,20001,5045,3000,2005,3001,4,0,
512,1290,1321,1460,1213,1,357,0,
513,0,0,0,0,0,0,0,
514,2000,1500,3500,5300,0,0,1,
515,416,416,3541,416,416,1644,0,
516,90012,28000,15000,9494,108914,18200,0,
517,1244,1000,500,0,0,0,0,
518,7509,5573,4309,4239,5142,2856,0,
519,3400,1705,1200,1300,1003,1000,0,
520,4604,0,1314,2000,1500,810,0,
521,7094,8500,6983,6500,7150,7000,0,
522,3400,3000,3000,2400,3000,2400,0,
523,1928,1699,1557,1279,962,2178,0,
524,3000,0,0,0,1000,8024,0,
525,3018,3400,2200,2500,2500,2510,0,
526,13290,14012,20000,16000,16000,290000,0,
527,0,3000,1000,0,3000,0,1,
528,6280,21115,14422,5157,6579,11251,0,
529,3037,1800,1130,2000,0,0,0,
530,4500,3300,3881,2500,2519,2700,0,
531,5964,1340,1650,4350,4792,40682,0,
532,3600,3111,3000,3100,3101,3306,0,
533,2000,2000,10000,991,1010,989,0,
534,144047,365,73000,415,415,50136,1,
535,5507,4007,5001,5003,6001,5000,0,
536,4141,7725,9772,13539,5819,4302,0,
537,2000,1500,3000,721,1200,2000,0,
538,2000,2000,2000,1600,1700,1700,0,
539,0,0,0,0,0,0,1,
540,13713,9171,9705,41641,21838,5659,0,
541,9000,6300,6200,500,12500,0,1,
542,264,264,264,42515,1559,1472,0,
543,800,0,0,950,0,0,0,
544,4113,3500,4005,0,1500,1999,0,
545,6600,6000,5860,6000,5000,0,0,
546,12174,16239,19446,529,400,277,0,
547,0,45361,1800,1503,1735,1724,0,
548,2019,2006,2002,788,989,1000,0,
549,929,5405,500,597,2340,2649,0,
550,5100,6000,4000,4000,3200,2200,0,
551,1007,0,0,0,0,0,1,
552,3000,3000,2500,3000,3000,2000,0,
553,2000,3000,2000,3000,4000,7200,0,
554,5002,5030,10008,10017,10000,10000,0,
555,2100,405,0,2385,2385,3000,0,
556,2000,3000,0,2500,0,1500,1,
557,3000,2000,778,811,2000,2865,0,
558,2000,2100,0,3850,1900,1600,1,
559,40000,85000,139,20000,29761,70000,0,
560,2019,2020,2000,2000,2000,1000,0,
561,7000,7000,6000,6001,6000,6000,0,
562,30000,15000,5052,5000,10000,15000,0,
563,3000,3000,2000,3304,2000,3000,0,
564,10001,11001,12001,10001,5001,5001,0,
565,1600,1600,1000,900,1000,1000,0,
566,4723,0,6270,12000,16309,5000,0,
567,7201,1000,0,103,0,0,1,
568,2000,2000,2000,1000,1000,1000,0,
569,3,4351,5000,3000,3000,3200,1,
570,19295,18694,12271,9699,9420,8818,0,
571,2000,1800,1500,1500,1400,5002,0,
572,20965,3702,3673,0,384,0,0,
573,1283,843,0,444,0,0,0,
574,5450,0,45554,2100,1900,2000,0,
575,3000,1928,1595,1526,13000,1569,1,
576,8500,8500,0,8500,8535,177000,0,
577,0,0,0,0,0,150,1,
578,2730,500,2727,712,0,0,0,
579,3113,1421,4295,0,3000,896,0,
580,5000,5000,5000,3100,1000,5000,0,
581,1492,1310,1310,2046,574,1995,1,
582,1000,5000,5960,5000,5000,1000,0,
583,6000,0,0,0,0,0,0,
584,2025,2051,0,3697,1853,1910,1,
585,0,2000,0,3540,0,0,0,
586,0,1405,3427,0,0,984,1,
587,0,2199,1000,5000,2000,5000,1,
588,2000,2000,1900,1032,3000,907,0,
589,0,0,350,0,200,0,0,
590,16000,17986,18545,1362,6,0,0,
591,2000,2000,2000,1000,1000,1000,0,
592,326,546,546,546,1225,2225,1,
593,935,1490,0,3938,1160,0,0,
594,10000,12007,9170,4853,4531,3909,0,
595,1649,1300,500,500,300,500,0,
596,5030,3722,4300,5000,2500,5400,0,
597,2000,1307,701,717,834,674,0,
598,15000,30007,30000,50000,5000,5000,0,
599,2000,1300,1461,1000,2000,2000,0,
600,10000,9000,10340,11500,8042,14000,0,
601,1000,0,0,4000,3000,9000,0,
602,2891,3205,390,390,390,376,0,
603,4560,2500,9456,10063,0,0,0,
604,0,0,2805,2,4654,3661,0,
605,2800,6100,621,2609,0,756,0,
606,19428,1473,560,0,0,1128,1,
607,2741,3000,2300,2600,2200,2665,0,
608,0,0,0,0,0,0,1,
609,1000,1000,1000,1000,1000,1000,0,
610,11551,6252,14959,6885,22107,6741,0,
611,11723,15390,12239,6000,30000,6000,0,
612,0,0,2080,0,1398,0,0,
613,6099,4427,1949,2007,2030,2000,0,
614,0,0,0,0,0,0,0,
615,2295,19100,0,0,3900,0,0,
616,0,174,1200,1434,0,974,0,
617,10030,10000,65500,10000,8000,10000,0,
618,2000,1340,1298,827,676,707,1,
619,5649,2397,1305,2341,5584,1388,0,
620,2500,0,1200,0,990,8721,0,
621,5000,4200,3000,5000,2000,0,1,
622,32648,11000,7823,19215,4281,8190,0,
623,4366,1684259,121831,97670,379267,26759,0,
624,0,0,0,0,0,0,0,
625,3000,3000,3500,3000,300,5100,1,
626,1607,1385,971,1018,984,810,0,
627,4000,4000,5000,2563,5000,5000,1,
628,2174,1785,296,306,444,10686,0,
629,4315,6000,4000,3000,2500,3000,0,
630,3905,0,0,300,2165,2666,1,
631,0,2196,3485,1796,3002,2601,0,
632,4021,3013,4031,3012,2006,3121,0,
633,316,0,316,632,0,316,0,
634,5100,0,0,4500,0,1500,1,
635,3047,2647,88595,3203,3142,3166,0,
636,6000,8000,5556,5100,5016,5200,0,
637,9883,6000,6194,30364,100018,4817,0,
638,300,1500,1800,1200,1300,1200,0,
639,1537,1947,800,1000,718,683,0,
640,2000,1000,2000,2000,1000,2000,0,
641,0,2052,1800,0,29935,1200,1,
642,0,90000,14011,14029,14052,14000,0,
643,1000,39674,1200,1217,1025,500,1,
644,3000,0,1000,0,0,0,0,
645,2906,1000,630,0,0,0,0,
646,1941,0,0,0,0,0,0,
647,4440,0,0,0,0,0,0,
648,18089,30223,42749,27124,22,58869,0,
649,2102,1021,274,3001,1004,4005,1,
650,0,2000,1500,1000,2000,676,1,
651,5000,3000,7000,2000,3000,3000,0,
652,7066,1473,1473,486,3442,12,1,
653,0,1809,2500,0,2000,1500,0,
654,5019,10120,20000,10000,5000,5000,0,
655,5344,3457,1520,1659,2208,75938,0,
656,6896,416,416,416,412,1223,0,
657,1200,0,1200,1500,0,460,1,
658,0,0,0,0,0,0,0,
659,0,0,0,0,0,289,1,
