ID,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
119,90929,92303,92114,70057,28492,107453,
120,345408,340055,332945,327229,320032,290003,
121,169246,100967,102819,105477,107454,110419,
122,0,0,0,0,0,0,
123,2500,0,0,0,0,0,
124,156098,156259,155404,153234,156731,155818,
125,51047,49761,50712,50441,50919,50604,
126,33343,31392,27315,-60,28890,29168,
127,0,1012,22760,17032,6808,8741,
128,-2221,-8152,-4220,30821,30071,28767,
129,56050,52079,52083,46703,47500,45030,
130,3254,1988,2780,3107,6687,24524,
131,3300,0,0,0,0,0,
132,17332,18600,17947,18758,19292,19201,
133,38646,40000,41354,42368,43161,45056,
134,9713,264,252,2632,5410,5834,
135,45190,45277,44941,0,0,0,
136,1655,4271,3711,2121,2275,2895,
137,170440,170060,115372,211577,120407,122952,
138,4035,0,0,0,379,0,
139,51925,51544,49430,46864,46473,48191,
140,8503,11352,10198,10400,1150,0,
141,13229,14237,15580,16304,17059,18056,
142,5757,6805,7662,8034,8256,8957,
143,14815,15837,16852,17188,17546,17895,
144,26416,18915,16047,17633,0,0,
145,6940,6200,6962,9301,9266,6441,
146,58024,59300,59831,60554,61938,63269,
147,-4,909,6737,6012,5167,3132,
148,3995,2045,824,0,1000,0,
149,8099,3432,2249,3367,-33,11202,
150,-32,-32,4887,2067,6624,1489,
151,11152,11354,11486,12176,8044,0,
152,0,0,0,0,0,0,
153,21697,22834,24459,25361,27011,27655,
154,3299,6930,2375,1211,6661,517,
155,91773,93892,94652,97097,98097,100361,
156,67474,68750,59186,48178,46197,48444,
157,39259,41054,25590,5817,13623,-2202,
158,0,0,0,0,0,0,
159,148826,148568,151864,147485,106607,98109,
160,21447,23429,26158,29486,27166,25954,
161,38306,39338,40378,39067,25481,25861,
162,48497,49564,19207,18963,19741,19901,
163,47224,51442,51531,51375,29069,29895,
164,137171,141486,144515,154587,156565,153965,
165,1397,0,136,0,0,350,
166,994,3693,1098,2912,2910,4122,
167,36414,37516,38622,37706,38148,40630,
168,317,3074,3002,2613,1806,1989,
169,1956,2060,4904,2056,2515,1464,
170,12975,13982,15315,16019,16336,16678,
171,175441,153992,132132,114431,116766,95961,
172,56437,57929,59369,63215,64087,130579,
173,140327,143137,145374,147273,149244,151973,
174,22680,13827,9522,10254,5520,6212,
175,94672,96585,102837,110891,53827,14589,
176,348559,354506,363666,369776,368779,369358,
177,146432,149044,148839,147746,116537,36404,
178,316,736,2178,316,1812,1510,
179,5066,6367,2109,5930,4192,0,
180,13429,2984,9811,5136,19040,2940,
181,26088,24092,24488,16995,-1527,62491,
182,95893,97040,65668,66046,66779,45833,
183,1078,5543,500,617,617,617,
184,22501,20210,8762,6200,0,0,
185,15000,0,0,0,0,11694,
186,1053,193,9387,125,-68,-261,
187,16925,12216,1179,1536,-301,-301,
188,107195,109443,106637,106665,92417,90730,
189,1117,0,0,0,0,0,
190,95925,98331,100751,102496,80116,69391,
191,93669,101892,76452,20965,50466,61566,
192,9518,9217,10557,11576,12383,13180,
193,608594,624475,632041,516575,454845,456596,
194,0,0,390,390,390,150,
195,50461,48340,51113,48114,19400,19240,
196,182501,187796,190227,127436,129714,131440,
197,528,-120,-120,-120,-120,6675,
198,416,416,416,0,832,416,
199,970,1475,1636,1149,334,459,
200,17495,16917,17922,18201,18566,19284,
201,136760,193321,189572,194799,52599,51487,
202,40851,41891,44788,47728,48617,49669,
203,51996,51203,50071,8086,8263,9533,
204,0,-416,-1248,832,416,1398,
205,5524,6474,8896,7088,7109,6898,
206,40351,41387,42117,41140,42110,42988,
207,19626,20002,19916,18970,19790,18990,
208,3286,-114,20482,0,0,0,
209,38660,38942,39787,40069,37647,38268,
210,3000,2668,2668,-7,-7,3500,
211,0,0,0,0,0,0,
212,17920,19229,18642,19743,19422,3644,
213,30419,28221,29016,7946,8114,8382,
214,1778,224,2018,0,1118,1858,
215,50002,51190,47959,49099,28540,29114,
216,9633,11462,14259,15525,14772,15380,
217,6294,1935,-74,926,426,926,
218,1493,1555,390,780,390,390,
219,201324,207222,209189,106090,108300,87404,
220,30365,32571,36918,37063,11566,32057,
221,316,586,5842,9422,8956,316,
222,19157,20011,18768,1261,390,390,
223,165,165,165,165,165,165,
224,3048,5550,23337,4291,80153,25820,
225,55262,53057,50447,34608,22658,18503,
226,850,0,8472,8472,1768,0,
227,78331,99414,107686,103776,87265,36739,
228,16017,30073,18385,20732,21196,23175,
229,1548,-32,177639,174397,4852,4125,
230,16127,20035,19416,17153,17866,19413,
231,71661,69947,74755,75732,74397,80138,
232,213495,183680,153743,146971,127546,129998,
233,48134,52136,19758,5520,5204,4703,
234,19978,18910,18962,19886,18978,17124,
235,167390,123981,250982,129905,131248,139420,
236,0,0,0,0,0,0,
237,96066,98277,88202,48179,49426,50534,
238,50805,51088,50810,50814,50927,50438,
239,30049,30147,28703,28918,29126,28643,
240,0,0,0,0,0,0,
241,25925,0,0,0,0,0,
242,31206,28395,29127,25446,26141,26852,
243,0,0,0,0,0,0,
244,10011,12830,13225,12718,12829,13083,
245,20123,19184,16834,15970,14502,12671,
246,28138,22517,24148,25437,28391,27801,
247,86914,85558,77163,80240,46637,51409,
248,139227,120780,123390,127557,117961,120570,
249,271928,274915,279570,241030,228125,215438,
250,144010,142724,142802,140103,142750,142855,
251,3919,-8477,247784,258900,225614,228219,
252,116218,124296,128002,127286,119733,116705,
253,22431,2004,45408,28138,6356,2900,
254,234304,229519,229676,234928,160765,158184,
255,166917,159118,149325,143242,138627,139977,
256,15070,16384,17413,18117,18632,19180,
257,132242,117873,120889,118293,121312,121162,
258,34760,37871,39879,42946,46141,46305,
259,14191,5896,6175,10000,1952,406,
260,26343,27127,26393,29646,30390,29755,
261,315,-72,7304,95,0,0,
262,5250,7151,9024,10865,12677,14309,
263,0,0,0,0,0,0,
264,16976,0,0,0,0,1000,
265,44742,45737,46814,47978,48733,50241,
266,51565,15683,1381,3300,2452,2728,
267,110162,107008,103800,106075,115747,113999,
268,106339,90500,0,0,0,0,
269,264549,227021,233426,230319,127897,118868,
270,360,0,91059,155,28100,4544,
271,7189,15646,15678,40512,17884,34251,
272,18280,19468,20986,23783,25548,21811,
273,11054,11272,26680,27988,1480,22133,
274,5861,6728,7739,8339,8061,8221,
275,70621,69821,68683,68771,55168,49674,
276,0,77,-1460,-1460,-1460,-1460,
277,15596,1470,7289,0,0,2376,
278,400134,398857,404205,360199,356656,364089,
279,0,0,0,0,0,970,
280,189748,192338,195598,188878,186790,180240,
281,27896,26835,28690,27633,29184,28776,
282,263796,268765,209697,212359,216989,221260,
283,-92,465,3022,1397,1554,1561,
284,507726,509229,499936,505507,484612,419643,
285,19791,19591,15788,14911,11699,12224,
286,137582,145941,142243,138383,131645,123840,
287,69011,69842,71857,66673,65200,65511,
288,40994,43594,38222,13026,13268,13497,
289,24524,25546,28820,28538,28208,29326,
290,442291,449790,450047,453770,396600,392879,
291,49363,47432,94050,21000,858,2160,
292,195221,188328,192624,149860,59256,61039,
293,500,10500,10500,10500,10500,10500,
294,29734,31743,33202,34656,38596,40970,
295,133622,129784,126021,70186,71762,73192,
296,1617,7785,3420,814,-494,8006,
297,2769,0,0,1074,3292,2106,
298,10853,33968,86024,232017,15622,7463,
299,75264,75919,78078,28868,29174,29444,
300,0,2278,918,859,1300,514,
301,9943,9267,4957,6037,7628,2746,
302,49201,48134,52431,52479,53345,52333,
303,45069,43310,40275,37800,37323,34396,
304,284128,284204,284041,283396,213294,213384,
305,2227,3432,4416,5275,0,316,
306,555,712,712,712,862,712,
307,3835,1891,1799,1728,6000,0,
308,39686,43685,44694,43673,44659,49512,
309,28239,29974,29841,27592,17569,4059,
310,-200,-200,-200,-200,-200,-200,
311,79688,78165,68579,50312,44277,44488,
312,0,0,0,0,0,0,
313,1751,22046,63729,55664,31014,28903,
314,2017,0,381,1060,429,0,
315,237425,242225,246475,252429,257510,262931,
316,50995,50882,32777,32081,29598,29648,
317,15191,16144,16383,16518,16907,17279,
318,815,8397,390,390,780,390,
319,1659,1473,390,390,390,1320,
320,341499,334929,317997,274132,267622,261246,
321,35619,36688,40841,39952,38081,36483,
322,0,780,0,0,0,0,
323,2612,3218,6989,2729,1436,-14,
324,396,396,396,396,396,396,
325,34244,32193,10803,15133,3148,4699,
326,28544,28681,23306,16282,9451,9408,
327,23978,26749,28085,27344,26768,27454,
328,29894,31423,30392,28314,29076,30065,
329,19390,22726,12148,12885,12994,15320,
330,96950,93571,86595,81077,77747,78913,
331,0,0,0,0,0,0,
332,3785,4871,7817,7977,0,0,
333,292,780,0,593,0,0,
334,57757,60367,62959,61796,62602,64983,
335,15923,82292,396,1552,776,776,
336,39323,45625,38157,15966,15733,17703,
337,27609,30791,29913,30461,0,0,
338,14008,13493,17259,16684,18017,17581,
339,26648,27536,28203,29048,29903,30431,
340,28132,30362,31387,32559,35019,37422,
341,6078,7015,8036,9597,9294,10242,
342,4577,4356,6643,2831,1745,3212,
343,25243,26261,29038,28289,28543,30544,
344,80528,83190,85944,87539,90231,86284,
345,48169,53197,63010,64178,64992,50722,
346,67328,69356,73445,74645,73330,78032,
347,28871,28430,29051,29265,28267,28925,
348,0,13371,9420,16639,600,0,
349,168796,165430,147077,127270,129397,132142,
350,0,0,0,980,0,0,
351,1464,1469,2185,0,19777,19910,
352,7268,12946,8811,9638,11740,11047,
353,5833,0,15728,9265,10400,0,
354,846,810,1198,6081,4203,3044,
355,24583,1954,11271,6559,1924,10057,
356,2191,1140,12656,1693,303,12303,
357,1302,3571,311,8088,10881,11600,
358,4950,5924,4766,5652,5772,4392,
359,3779,3944,2118,2259,3527,1100,
360,1480,390,780,0,390,390,
361,5707,6728,7865,7105,8298,8020,
362,20916,14500,0,790,3696,6696,
363,390,390,390,1080,540,390,
364,11368,3595,3837,5760,0,925,
365,49575,48208,47619,19929,15693,13766,
366,30305,40190,39743,48971,38291,569,
367,7536,8152,8779,9379,9565,9062,
368,110800,112008,96347,49506,49142,49251,
369,11502,11009,13997,6832,0,0,
370,5160,0,15362,21068,27669,32202,
371,780,259,7544,390,390,332,
372,80528,77939,78524,63421,60269,59984,
373,1050,1050,1050,1050,1050,1050,
374,179,1403,0,0,473,323,
375,43788,44843,45814,46727,46798,46799,
376,6113,980,11140,2659,14336,16533,
377,96131,98635,39177,110453,111230,113670,
378,20285,20256,20539,19725,19836,12559,
379,48294,48993,50702,49663,0,0,
380,6379,3257,4166,0,0,318,
381,0,0,0,2219,390,390,
382,195409,203432,180786,95445,63048,99961,
383,123705,126429,20650,7751,1630,0,
384,50845,48170,46987,45669,44510,43084,
385,106065,97979,100599,81087,82793,85301,
386,29378,20154,11963,8839,2678,3028,
387,-30,-420,390,390,166210,129716,
388,19365,1928,4879,11650,12614,7922,
389,45358,42991,45848,50875,56479,50889,
390,124651,128263,129669,131057,128857,131469,
391,17187,24045,23180,22000,22000,0,
392,10447,18006,4815,10060,49264,5983,
393,71230,65305,50178,29969,30081,29380,
394,0,0,2455,2500,1307,1550,
395,0,0,4050,4050,0,0,
396,-3,371,0,0,222,0,
397,0,0,1485,299,0,0,
398,291,291,291,291,291,291,
399,106796,108673,104535,105349,105254,120756,
400,4065,0,4160,2540,1055,0,
401,36428,48850,20904,13955,14573,16084,
402,3377,3377,3476,3377,3377,5062,
403,0,11174,0,0,3330,3330,
404,48966,49985,50760,49535,30358,30302,
405,204984,209929,190689,173547,176980,180109,
406,24408,25169,13368,14142,14911,15660,
407,1929,-627,4134,792,1309,2557,
408,390,390,390,390,390,390,
409,43272,21546,4397,0,0,0,
410,25144,25831,29122,28277,20390,20555,
411,51803,52888,54570,55368,56623,57196,
412,17973,17835,18795,18252,17589,17480,
413,5344,9852,5137,4912,1150,0,
414,19403,18989,18914,19883,19293,19993,
415,135673,138532,134813,144401,152174,149415,
416,9054,1868,1135,0,0,0,
417,360,2240,6071,1554,0,0,
418,168719,166207,158403,146324,118981,113666,
419,396,396,361,7530,396,396,
420,94791,89330,88384,84456,69871,62012,
421,2580,-35,3519,1846,1330,14470,
422,2468,7869,506,2097,758,2005,
423,36472,33947,35518,30564,21849,25168,
424,4793,3594,0,5369,3746,9408,
425,482250,475931,429037,383821,369920,699944,
426,18355,20259,19534,16467,15746,13246,
427,74847,70663,63794,60651,54664,51776,
428,2127,1948,1770,3104,2946,2844,
429,5757,2904,24671,2249,4505,11859,
430,78626,78262,80000,82025,78521,78947,
431,86124,89129,90294,92243,94186,97562,
432,10400,0,0,0,0,0,
433,172325,174082,177684,180259,183704,186507,
434,47295,30348,24446,25535,26109,26689,
435,57449,38254,23017,14440,4770,1595,
436,97361,96265,49380,29152,28832,29949,
437,1261,1261,1261,1651,390,390,
438,717,594,1217,697,650,691,
439,632,632,316,316,316,316,
440,9214,10359,7350,7500,0,0,
441,50628,48748,46368,2443,6251,357,
442,131939,136721,140011,141695,144839,147954,
443,56956,58756,59945,60751,62120,63315,
444,175247,164173,152724,153527,153375,105491,
445,713,2272,722,867,1150,5263,
446,0,326,326,652,326,326,
447,4301,16230,28800,27870,27540,27630,
448,150183,129603,131661,137765,123616,125841,
449,37129,37593,37841,38634,28811,28907,
450,5712,14539,8796,20359,17329,20087,
451,18860,17904,15300,12776,3585,0,
452,177956,176155,171665,65479,61234,42484,
453,3378,1531,942,608,1738,277,
454,10072,7728,2344,9536,9043,0,
455,268112,263368,259969,255832,245462,250244,
456,94218,95129,172957,85332,87103,71237,
457,1530,750,1140,1530,750,1140,
458,54475,3075,0,6150,0,0,
459,48726,49050,49584,19791,18518,19078,
460,18256,18245,18447,13574,8805,10501,
461,1000,0,0,0,0,0,
462,6447,14383,15576,16524,17096,12144,
463,49457,47080,45833,45310,6313,5009,
464,45431,46338,45129,45640,46175,46716,
465,1443,1443,1443,1443,1443,1443,
466,0,0,0,0,0,0,
467,196807,193629,195583,189545,184042,183287,
468,17054,16963,17298,17889,17847,17827,
469,4332,0,0,0,0,0,
470,123049,125616,129695,130735,133467,136287,
471,45113,26796,19100,14600,9000,2000,
472,18397,19789,21450,22391,23029,23745,
473,149698,137260,124500,111430,98182,84598,
474,166915,117351,115402,105844,98396,101390,
475,0,4586,2476,7845,13164,671,
476,1960,0,0,0,0,0,
477,50131,28152,20746,27624,16015,16746,
478,84034,81537,78407,73688,56995,52887,
479,4938,2277,1209,0,1440,0,
480,579,1186,0,497,0,186,
481,64266,47971,25581,15406,6196,45045,
482,241720,221836,206485,196137,196447,195114,
483,12650,0,0,0,0,0,
484,69120,66171,65225,65588,66662,68176,
485,234053,132007,234638,239790,132697,135561,
486,143339,125864,112300,110371,113685,98489,
487,5803,6849,8371,8090,8261,8773,
488,50110,50322,27078,19107,19506,20024,
489,54297,52837,56581,55084,56071,59008,
490,49340,49116,48220,39595,29899,28722,
491,115040,117371,119044,120086,120662,118345,
492,118131,116607,108720,92649,89533,89204,
493,77461,68781,58436,9536,8302,64460,
494,2374,0,0,5144,0,931,
495,12571,13656,15407,17127,17569,18162,
496,88786,86391,84871,81813,45094,38121,
497,13107,13740,14770,13306,10465,9704,
498,374776,26890,12866,162415,122430,188547,
499,47315,34623,34347,36082,32957,18797,
500,6272,0,0,1000,2190,0,
501,8951,6595,0,0,0,0,
502,48978,58858,36129,20369,29521,59219,
503,4543,8723,17058,19858,19974,22774,
504,41414,42420,44234,45684,46653,47779,
505,95,2622,3301,3164,360,1737,
506,5200,1689,-17,3996,2278,1132,
507,389,389,389,320,14185,389,
508,58777,60201,61633,69160,26000,25000,
509,50396,44665,8300,2190,24599,7416,
510,307388,280090,249018,252496,253331,238051,
511,17843,18833,17830,18184,18565,19076,
512,6111,10479,10167,10695,11365,12170,
513,0,0,0,0,0,0,
514,18317,17330,11400,11120,10914,11315,
515,130927,133658,132026,122804,121663,122032,
516,132514,137347,391478,142842,143257,144783,
517,20687,14082,-38,-38,7581,5625,
518,5074,4097,7716,12538,17305,22499,
519,15150,16311,16900,5000,0,282,
520,17246,16988,15973,18773,0,0,
521,0,0,0,2580,2580,6941,
522,64767,67724,49104,51202,50289,50528,
523,0,0,0,347,197,2917,
524,8102,10252,5607,59265,62554,55392,
525,16162,13301,12930,13233,12595,12454,
526,157122,153320,156996,158717,162122,165399,
527,18757,19419,19341,12459,12244,11550,
528,17369,28513,27836,23480,19469,16310,
529,-1404,73596,49800,1514,41072,23500,
530,188964,183744,168683,155064,148969,148619,
531,2347,4234,23591,224,193,6441,
532,36696,46041,47890,8412,9412,0,
533,188,6229,7936,13194,5692,8410,
534,3680,9995,3225,4230,6113,8745,
535,29864,29104,31379,27969,9513,1346,
536,130708,132080,130128,101794,101826,101763,
537,53145,52131,45987,35377,29141,21955,
538,51270,54000,4117,6817,0,0,
539,165,165,274,165,333,165,
540,13385,11493,10236,7896,6211,23315,
541,0,0,7066,0,0,0,
542,776,0,0,151,0,0,
543,2130,3100,173,173,3435,11962,
544,12618,6313,16488,12900,20108,18378,
545,64740,66692,68579,70036,71706,73162,
546,39803,37595,23250,26293,21508,20971,
547,-105,5237,2297,-3903,11989,11839,
548,1077,7882,816,300,0,0,
549,20334,18555,3455,4359,4448,4704,
550,1837,4791,6697,2700,1218,1533,
551,26240,26996,28056,29584,31595,30952,
552,14038,13568,14630,27408,13984,0,
553,147943,144543,146603,149519,151697,154499,
554,25929,1582,21133,2941,8191,22842,
555,0,0,0,0,0,1250,
556,38525,39492,33898,35272,37201,31447,
557,1587,2399,0,980,35305,36065,
558,37085,23506,12191,13775,12377,34458,
559,390,0,780,150,320,780,
560,6571,1156,1156,1889,3367,2267,
561,1467,698,4102,713,810,5438,
562,6252,5073,6854,3759,3164,3000,
563,43397,44336,35757,27906,25731,21430,
564,39125,40169,41461,36901,18499,18244,
565,51193,50954,55132,56629,57405,58742,
566,30851,40286,38008,9497,9124,7128,
567,238,0,0,0,0,0,
568,33400,36348,36163,32653,30821,29827,
569,393159,44917,52366,29995,22722,24479,
570,135903,137719,144913,135063,134417,134490,
571,0,0,0,0,0,0,
572,15000,0,0,0,0,0,
573,91016,36706,19802,11515,4261,45718,
574,50667,50400,50108,49425,48977,48459,
575,1686,657,2179,1423,0,1820,
576,212323,216844,220004,18715,18675,18693,
577,5623,181,1133,0,39344,40264,
578,89120,191329,92915,52341,51739,55079,
579,32845,31377,31420,30940,24765,25942,
580,87431,114959,110700,58674,50247,85500,
581,50517,48230,42674,4593,18007,18230,
582,2635,807,11428,2462,3605,1559,
583,2599,1302,1852,736,3542,1852,
584,36717,37800,40874,39922,40953,42136,
585,18977,18374,18458,18852,19546,21165,
586,40561,97214,48890,8694,8876,9052,
587,33634,34770,34948,-52,848,850,
588,187352,179247,180535,187524,185895,190396,
589,75113,76860,77456,21118,22260,23396,
590,50114,50893,49660,29742,29311,29739,
591,-4,831,-3,646,-2,418,
592,89903,66236,59932,52382,40661,32385,
593,60115,48412,37033,25032,12500,12500,
594,40083,44385,45117,25845,7141,9141,
595,44041,46810,45781,48814,49802,51034,
596,4942,2554,1249,2959,7079,1880,
597,141530,130248,133547,134346,133933,137585,
598,84515,85777,86778,79424,78955,45916,
599,165,145,-20,446,165,0,
600,301553,287780,295141,291422,279294,276594,
601,-110,16390,0,0,660,0,
602,416,416,0,832,416,416,
603,348392,322228,319014,347303,248893,269528,
604,157818,161308,162923,161481,155819,168283,
605,171650,171841,171014,168142,169821,173014,
606,0,0,0,0,0,0,
607,57445,57025,46484,36232,32149,24004,
608,127480,130168,134080,126996,127820,130325,
609,-1159,40819,11143,9580,9793,8768,
610,2858,9934,19312,46321,146947,237926,
611,8011,9041,10903,11622,13280,12778,
612,128649,100902,127102,65517,66925,68344,
613,390,780,780,0,0,0,
614,18583,20940,20306,20965,21625,22055,
615,0,-2008,-4016,4016,2008,8299,
616,107669,107529,73323,51125,46879,45538,
617,182967,194924,75635,94454,60875,41221,
618,274610,274870,258759,225454,225032,225698,
619,2542,3556,4490,0,0,0,
620,132749,134235,128079,64598,12014,710,
621,0,0,4990,4322,1955,980,
622,1577,2498,3309,3606,3400,3844,
623,25616,27526,11458,7500,7000,5192,
624,2223,2233,159,1772,28704,19474,
625,34253,34954,36093,36891,37019,40734,
626,0,0,0,0,0,0,
627,101326,97751,92431,97227,88899,93766,
628,155493,179071,42404,71493,13547,27710,
629,49026,48983,38417,27038,26254,26352,
630,0,0,0,0,0,8270,
631,92230,90614,90385,59317,60404,61604,
632,56291,58385,60412,61710,63020,64274,
633,33597,-1,-1,-1,-1,-1,
634,29003,29244,30827,31224,30587,32763,
635,93215,95336,93114,94239,99428,101843,
636,33895,33068,35704,36173,36796,37288,
637,247202,233712,197450,194834,185943,183624,
638,10024,9723,9427,9075,10037,12503,
639,4054,4661,5731,5186,6522,8995,
640,0,0,0,0,13369,0,
641,28611,23312,19590,18447,15525,0,
642,2034,68942,40194,942,942,942,
643,540,1148,20752,19397,19581,25071,
644,16313,10253,7735,6923,7035,9175,
645,43205,46516,45468,48703,50774,49514,
646,246915,243234,238172,232446,227800,225044,
647,8050,0,1560,0,0,0,
648,41659,42652,43705,45965,46900,47884,
649,87292,89534,89173,91489,93463,95021,
650,30587,30440,30367,30621,30150,30246,
651,204144,175748,172758,175030,174122,175472,
652,780,390,390,780,0,0,
653,25421,26704,26952,15673,13903,27775,
654,7156,9780,6672,11201,9718,8781,
655,680,0,0,0,74731,0,
656,23384,22722,24909,24210,26103,27554,
657,49295,50206,50781,51840,52607,53784,
658,933,598,1062,0,1810,0,
659,187777,189420,192058,185995,188649,190700,
660,6045,7151,4790,3145,4274,0,
661,234205,231669,214642,207642,210375,214694,
662,160596,155508,149627,150733,140171,134203,
663,1050,1050,1050,1050,1050,1050,
664,28625,27969,28812,31134,30444,32460,
665,1603,1440,1440,1440,1440,6059,
666,474934,507062,491956,430637,376657,356636,
667,84965,85007,84965,79625,79370,81134,
668,541,-59,6817,7756,8835,13129,
669,3987,1631,21698,12657,11349,9006,
670,4764,30500,0,0,52829,41404,
671,145499,107712,-564,4270,143607,144505,
672,6579,7599,8608,8780,9114,9234,
673,51437,52580,53732,54837,56025,59511,
674,78356,70664,62223,26400,27201,27363,
675,30781,25870,26964,27265,30329,24104,
676,6643,9400,0,0,11457,6709,
677,0,0,0,0,0,2150,
678,73397,82151,80296,77848,76508,78396,
679,27199,28358,28937,29614,30391,23159,
680,499231,511629,-311,6391,420,7619,
681,44835,45989,47167,25142,4716,4840,
682,8492,5199,9973,10069,13190,20127,
683,20959,20822,17973,18403,17898,17388,
684,63182,44876,38764,37618,35737,40710,
685,50441,41960,34024,30564,22702,23175,
686,45253,44840,45880,46893,47827,48829,
687,21260,20643,38552,18580,12773,5423,
688,35116,26171,25088,21090,21749,22386,
689,116048,117485,119050,120225,122345,124302,
690,15859,18486,18686,18983,18540,19775,
691,418,1470,2418,2009,3009,7093,
692,10511,2381,2580,48310,6390,7194,
693,53672,75305,56484,38363,4867,2736,
694,621,11368,2370,2823,2243,4322,
695,54408,57901,61914,65863,69792,73346,
696,71199,71993,73652,75482,76686,47781,
697,7378,7543,7754,7825,7132,7319,
