ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
742,50000,2,2,1,45,
743,320000,1,2,1,31,
744,250000,1,3,1,46,
745,110000,1,2,1,30,
746,140000,2,3,1,56,
747,220000,2,3,1,52,
748,310000,1,1,1,32,
749,210000,2,2,2,26,
750,110000,2,1,2,27,
751,50000,2,2,1,56,
752,210000,2,1,2,31,
753,260000,2,2,1,42,
754,80000,2,2,1,37,
755,20000,1,2,1,33,
756,110000,1,2,2,24,
757,5,2,1,1,52,
758,50000,1,2,1,46,
759,20000,1,2,1,60,
760,4,2,1,1,40,
761,230000,1,3,2,27,
762,1,2,1,2,42,
763,180000,1,1,2,27,
764,140000,1,2,2,43,
765,50000,2,3,1,59,
766,1,1,3,2,30,
767,260000,1,1,2,31,
768,270000,2,2,1,47,
769,60000,2,2,1,28,
770,130000,2,1,1,37,
771,120000,2,2,1,47,
772,130000,1,2,2,27,
773,50000,2,2,2,26,
774,30000,2,2,1,42,
775,250000,1,1,1,42,
776,20000,1,1,1,54,
777,150000,2,2,1,29,
778,150000,2,2,1,45,
779,360000,1,1,1,51,
780,10000,2,1,2,56,
781,5,1,1,2,31,
782,5,2,3,2,46,
783,130000,2,2,1,35,
784,3,1,1,1,40,
785,10000,1,3,2,23,
786,20000,2,2,2,22,
787,20000,2,2,2,30,
788,110000,2,1,1,56,
789,40000,1,1,2,24,
790,120000,1,1,2,29,
791,70000,2,3,0,34,
792,90000,2,3,1,39,
793,130000,1,1,2,29,
794,180000,2,2,1,53,
795,2,2,1,1,38,
796,240000,1,2,2,38,
797,80000,1,1,1,33,
798,80000,2,2,2,30,
799,30000,2,2,1,38,
800,110000,2,2,2,29,
801,80000,1,2,2,36,
802,110000,2,2,2,29,
803,380000,1,1,1,46,
804,50000,1,2,2,33,
805,1,1,1,2,27,
806,5,1,3,3,53,
807,160000,1,1,2,27,
808,5,1,1,1,42,
809,250000,1,1,2,42,
810,80000,2,2,2,27,
811,120000,1,1,1,48,
812,150000,2,1,2,28,
813,50000,2,2,1,46,
814,210000,2,2,2,25,
815,50000,1,2,2,54,
816,210000,2,2,1,42,
817,410000,2,3,2,28,
818,270000,1,1,2,33,
819,60000,2,2,2,32,
820,230000,2,1,2,28,
821,290000,2,1,2,35,
822,140000,2,1,1,36,
823,230000,2,1,2,24,
824,150000,2,1,2,27,
825,30000,1,3,1,42,
826,2,1,1,2,29,
827,120000,1,2,2,26,
828,50000,2,3,1,52,
829,80000,2,1,1,37,
830,180000,1,1,2,29,
831,390000,1,1,2,41,
832,160000,2,3,1,74,
833,160000,2,2,2,32,
834,20000,1,2,2,30,
835,60000,2,2,1,27,
836,20000,1,3,2,59,
837,230000,1,1,2,27,
838,260000,1,1,2,32,
839,1,2,2,1,32,
840,220000,2,1,1,51,
841,130000,1,3,1,54,
842,340000,1,1,2,49,
843,360000,2,1,2,27,
844,450000,1,1,1,37,
845,2,1,2,2,25,
846,10000,1,2,2,31,
847,50000,2,2,1,34,
848,60000,1,3,2,43,
849,50000,1,3,3,45,
850,330000,2,1,2,28,
851,440000,1,1,1,37,
852,230000,1,1,1,38,
853,190000,1,2,2,33,
854,270000,2,1,1,35,
855,3,2,3,1,31,
856,50000,2,3,2,56,
857,180000,1,2,1,40,
858,120000,2,2,1,32,
859,610000,2,2,1,39,
860,310000,2,1,2,36,
861,290000,1,2,2,34,
862,180000,1,2,2,31,
863,1,1,1,2,36,
864,10000,1,2,2,35,
865,360000,1,1,2,32,
866,60000,1,1,2,26,
867,80000,2,3,1,48,
868,20000,2,2,1,24,
869,110000,1,1,1,29,
870,340000,2,1,2,40,
871,270000,2,1,2,28,
872,20000,2,2,2,53,
873,2,1,3,1,54,
874,80000,1,2,2,25,
875,80000,2,1,2,23,
876,160000,2,3,1,45,
877,30000,2,2,1,29,
878,50000,2,2,2,53,
879,20000,2,1,2,22,
880,20000,1,2,1,46,
881,70000,2,3,1,24,
882,80000,2,2,1,30,
883,50000,1,3,1,51,
884,310000,2,3,2,28,
885,360000,2,2,2,26,
886,2,1,1,2,28,
887,60000,1,1,2,27,
888,340000,1,2,1,34,
889,50000,1,3,2,29,
890,20000,1,2,2,24,
891,170000,2,1,2,24,
892,150000,2,1,2,29,
893,5,1,1,1,45,
894,60000,2,2,1,40,
895,50000,1,2,1,48,
896,30000,2,2,2,23,
897,80000,1,3,1,55,
898,360000,2,1,2,29,
899,130000,2,2,2,25,
900,150000,2,1,2,32,
901,220000,1,2,1,37,
902,50000,2,1,2,27,
903,210000,2,1,2,30,
904,80000,2,1,2,37,
905,20000,1,3,2,57,
906,60000,2,1,2,28,
907,150000,2,1,2,33,
908,80000,1,2,2,32,
909,220000,2,2,1,52,
910,60000,2,2,1,30,
911,150000,2,1,1,40,
912,290000,1,1,1,63,
913,270000,2,2,1,33,
914,10000,2,2,2,22,
915,210000,2,2,1,32,
916,330000,2,1,2,44,
917,160000,1,2,1,28,
918,30000,2,2,2,24,
919,360000,2,1,1,48,
920,30000,2,3,2,22,
921,320000,1,2,2,32,
922,360000,2,1,2,29,
923,190000,2,3,1,43,
924,80000,2,2,1,30,
925,280000,1,2,2,30,
926,90000,2,2,2,34,
927,50000,1,3,2,23,
928,220000,2,1,2,35,
929,20000,1,2,1,33,
930,3,2,2,2,26,
931,1,2,2,1,30,
932,280000,2,1,2,27,
933,60000,2,2,1,49,
934,2,2,2,1,39,
935,50000,1,2,2,31,
936,130000,2,3,1,49,
937,180000,2,2,2,31,
938,50000,2,2,1,22,
939,3,2,2,2,32,
940,20000,1,3,2,35,
941,5,1,2,2,36,
942,210000,2,2,1,32,
943,140000,2,3,1,44,
944,230000,1,3,2,37,
945,160000,2,1,2,32,
946,2,2,1,1,41,
947,60000,1,1,1,37,
948,5,1,1,1,51,
949,380000,1,1,1,46,
950,220000,1,2,2,29,
951,260000,2,1,1,45,
952,330000,2,1,1,41,
953,30000,1,6,1,53,
954,50000,1,2,2,25,
955,50000,2,1,2,29,
956,190000,2,1,3,35,
957,130000,1,1,2,27,
958,210000,2,2,2,28,
959,2,2,3,2,49,
960,50000,1,2,2,29,
961,140000,2,2,1,27,
962,50000,2,2,2,40,
963,150000,1,2,2,26,
964,240000,1,3,1,50,
965,50000,1,2,2,42,
966,80000,1,2,2,30,
967,2,2,2,1,39,
968,20000,2,2,1,46,
969,20000,2,1,2,26,
970,50000,2,2,2,29,
971,20000,1,3,1,52,
972,210000,2,1,2,26,
973,40000,1,2,1,38,
974,30000,2,1,2,23,
975,2,2,2,2,25,
976,360000,2,1,2,47,
977,80000,1,3,2,27,
978,350000,1,2,2,32,
979,230000,2,1,2,27,
980,2,1,1,1,39,
981,30000,2,1,2,26,
982,1,1,2,2,41,
983,20000,1,2,2,26,
984,240000,2,2,1,40,
985,60000,1,3,2,24,
986,140000,1,2,1,48,
987,80000,2,2,2,24,
988,40000,2,2,2,23,
989,120000,2,2,1,41,
990,30000,2,3,1,28,
991,250000,1,1,2,28,
992,380000,1,3,1,53,
993,1,2,1,2,26,
994,280000,1,1,2,33,
995,20000,2,2,1,29,
996,50000,2,1,2,24,
997,210000,2,1,2,29,
998,230000,1,1,1,39,
999,50000,2,2,2,38,
1000,130000,2,1,2,32,
1001,80000,2,3,1,25,
1002,250000,1,2,1,40,
1003,210000,2,2,1,30,
