ID,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
71,2000,1200,369,0,0,0,0,
72,0,0,0,0,0,0,0,
73,0,0,0,0,0,0,1,
74,1300,2300,0,900,500,0,0,
75,27603,29890,21890,257,10833,212,0,
76,1330,2988,0,30000,0,1219,0,
77,0,855,640,0,0,2742,0,
78,15900,1678,0,764,0,1321,0,
79,0,0,0,0,0,200,0,
80,390,390,1438,0,1588,0,0,
81,2446,438,1000,0,7,0,0,
82,10000,10000,10000,5500,8000,6000,0,
83,390,390,390,390,390,390,0,
84,1275,2500,1000,0,0,0,0,
85,0,0,0,0,0,0,0,
86,0,0,848,0,632,0,0,
87,0,0,0,0,0,0,0,
88,3028,3199,1267,642,651,1665,0,
89,1800,1800,1400,915,1500,1500,0,
90,2000,1382,0,13925,498,516,0,
91,2600,2000,730,800,900,750,0,
92,1500,1900,40000,2000,1800,1400,0,
93,1700,1500,700,1000,1000,1000,0,
94,2500,2158,927,696,1000,374,0,
95,7400,0,0,0,0,0,0,
96,2318,22000,1000,1000,1000,1000,0,
97,2000,2000,2000,2000,2000,3000,0,
98,2702,2187,678,2040,0,0,0,
99,2016,1200,1100,1000,300,1000,0,
100,3333,3310,2900,3040,3500,2300,0,
101,0,0,2240,0,2267,3074,0,
102,30236,5004,4086,5033,5020,3006,0,
103,1200,2500,0,500,558,0,1,
104,1550,1503,5000,3000,1000,5000,0,
105,2000,2000,2000,500,1000,500,0,
106,1249,1125,1000,92,0,20505,0,
107,5000,4000,2350,2000,3000,3000,0,
108,3084,691,0,2613,378,693,0,
109,5190,42,3000,3000,1400,2000,1,
110,1701,1425,3000,0,955,942,0,
111,4500,1973,3000,5000,2100,3200,0,
112,390,1946,1000,0,780,1160,0,
113,1649,11890,1367,668,675,673,1,
114,2477,2409,769,792,659,631,0,
115,3706,5502,4204,3017,2005,1702,0,
116,2000,3100,0,2000,2000,0,1,
117,1800,1621,0,0,0,0,0,
118,2049,1851,2400,0,587,0,0,
119,3550,3200,2500,1600,80000,4000,0,
120,15004,13004,13004,11120,11004,11010,0,
121,6000,4500,5000,4000,5000,4000,0,
122,0,0,0,0,0,0,1,
123,0,0,0,0,0,0,0,
124,6000,6000,5600,6000,6000,5500,0,
125,1849,1800,1788,1993,2069,2500,0,
126,1502,1000,0,30070,1180,1000,0,
127,1012,22066,5032,1565,8500,5205,1,
128,0,0,35821,0,0,1000,0,
129,6000,6000,5000,5000,4000,5000,0,
130,1998,2795,3117,6700,24538,2797,0,
131,0,0,0,0,0,0,0,
132,1580,1367,1178,712,742,2000,0,
133,2000,2000,2000,1800,2600,2000,0,
134,264,252,2656,5410,5834,0,0,
135,5277,4941,0,0,0,0,0,
136,4271,3711,2121,2275,2895,8429,0,
137,8200,5200,5000,5000,5000,4000,1,
138,0,0,0,379,0,0,0,
139,3018,2113,3007,2000,3000,20000,0,
140,3008,0,600,1150,0,0,0,
141,1233,1576,1300,1000,1400,0,1,
142,1300,1128,500,500,1000,500,1,
143,1264,1279,615,635,639,664,0,
144,2497,16047,18776,0,0,0,0,
145,6200,6962,9301,9266,6441,6706,0,
146,2800,2100,2300,2500,2500,500,1,
147,913,6737,6031,5167,3132,2290,0,
148,1000,824,0,1000,0,0,0,
149,3447,2261,3377,0,11235,2795,0,
150,0,4919,10,6657,1496,2244,0,
151,5398,5676,8874,161,0,0,0,
152,0,0,0,0,0,0,0,
153,1500,2000,1350,2000,1000,1500,0,
154,6978,2387,1127,6694,519,593,0,
155,4550,3150,4900,3500,4000,3900,1,
156,3100,7172,10000,1662,3000,1350,0,
157,3000,6000,1000,13623,388,77001,0,
158,0,0,0,0,0,0,0,
159,6000,6012,5012,5000,4000,4000,0,
160,2649,3500,4008,1098,1500,1000,0,
161,1661,1701,2006,1041,922,1000,0,
162,2089,1580,1000,1000,1500,1500,1,
163,4900,1500,1000,1200,1200,1200,0,
164,6600,6800,14000,6000,0,5800,1,
165,0,136,0,0,350,297,0,
166,3693,1098,2912,2910,4122,1887,0,
167,2000,2000,0,1369,3100,0,0,
168,3074,3002,2613,1806,1989,3370,0,
169,2060,4904,2056,2515,1464,1515,0,
170,1230,1563,1267,584,605,609,0,
171,0,0,0,2335,102075,0,1,
172,3000,3000,5400,5000,2222,2337,0,
173,6600,6000,5860,6000,5000,0,0,
174,2000,2000,2000,0,2000,1320,0,
175,3485,7837,10185,5126,2898,350,0,
176,13000,14600,15500,14000,13580,14000,1,
177,5301,6112,6023,4626,1035,1046,0,
178,736,2178,316,1812,1510,485,1,
179,6367,2115,5933,4192,0,0,0,
180,1000,10363,5177,19040,2940,1332,0,
181,2003,2041,1092,4,64895,3003,0,
182,3552,2617,2098,1916,1707,1732,0,
183,5562,810,617,0,0,28572,0,
184,2429,5,1062,0,0,0,0,
185,0,0,0,0,11694,30000,0,
186,0,9387,125,0,0,0,0,
187,1000,1179,1536,0,0,0,1,
188,7845,4000,4000,3500,9500,9600,0,
189,0,0,0,0,0,0,0,
190,4000,4000,3500,2500,2290,2060,0,
191,10147,5331,10000,30000,12000,10000,0,
192,0,1500,1200,1000,1000,500,1,
193,26868,22375,17221,15300,16000,18000,0,
194,0,390,0,0,150,390,0,
195,2100,4900,0,3000,2500,1000,0,
196,9000,8000,5000,5000,5000,5000,0,
197,0,0,0,0,6795,21947,1,
198,416,416,0,832,416,416,1,
199,1483,1640,1152,335,460,553,0,
200,0,1287,2000,648,1000,1000,0,
201,90000,7170,9000,3000,3000,2367,0,
202,2000,3600,3700,1800,2000,0,0,
203,300,300,300,293,1400,400,1,
204,0,0,2080,0,1398,0,1,
205,1500,2700,0,500,500,500,1,
206,2000,1685,0,1655,1707,1718,1,
207,1311,3005,2000,2000,5000,0,1,
208,0,20596,0,0,0,0,0,
209,2500,1877,2000,3000,1400,5000,0,
210,2668,3000,7,0,3507,2500,0,
211,0,0,0,0,0,0,0,
212,1900,0,2000,0,500,500,0,
213,1481,1276,1132,300,400,370,0,
214,226,2031,0,1118,1858,620,0,
215,2330,0,2470,1215,1231,1000,1,
216,2000,3000,2000,0,1000,1000,0,
217,1945,0,1500,0,1000,0,0,
218,1858,390,780,0,390,0,0,
219,10646,8601,3601,3719,3300,3400,0,
220,32575,36982,37063,11566,32057,1501,0,
221,586,5842,8956,0,316,316,0,
222,1500,1768,1261,390,390,390,0,
223,165,165,165,165,165,165,0,
224,5713,23453,4314,80552,25949,2016,0,
225,2000,1703,1406,721,645,658,0,
226,0,8472,0,0,0,9038,0,
227,40010,20094,5000,5001,25365,65000,0,
228,22000,3000,3000,1000,3000,0,0,
229,0,177671,3508,4876,4188,10007,0,
230,4500,0,2000,1000,2000,691,1,
231,0,6000,2800,0,7000,8,0,
232,10005,9001,8001,5001,5001,6145,0,
233,5261,1132,2138,172,200,168,0,
234,1594,1476,1400,380,342,672,1,
235,6000,5000,6500,5000,10500,5200,1,
236,0,0,0,0,0,0,1,
237,4400,4000,2000,2000,1900,1700,0,
238,2284,2006,2010,2123,2138,2442,1,
239,1800,1500,1142,1200,1200,1200,0,
240,0,0,0,0,0,0,0,
241,0,0,0,0,0,0,0,
242,1500,1500,1000,1100,1300,710,0,
243,0,0,0,0,0,0,1,
244,3000,901,0,465,467,485,1,
245,2880,0,1166,452,451,370,0,
246,2000,2000,2000,3700,0,1500,0,
247,6134,3100,5000,3000,6000,13031,0,
248,4325,4558,6300,4221,4500,4600,0,
249,10230,9483,8172,8081,7707,7981,1,
250,5301,5400,5100,5300,5500,5400,1,
251,0,258900,20170,17000,10000,10000,0,
252,10000,6007,4304,4241,4200,4250,0,
253,2010,45408,28138,2900,0,22427,0,
254,7888,8522,9260,5700,5475,5520,0,
255,7400,6600,4800,5000,5400,5100,0,
256,1568,1597,1301,816,1000,779,1,
257,5000,5000,5000,5000,5000,5000,0,
258,4000,3000,4000,4000,3000,3000,0,
259,5896,2006,5074,1300,406,0,0,
260,1500,0,3712,1363,0,1141,0,
261,0,7376,0,0,0,0,0,
262,2000,2000,2000,2000,2000,2000,1,
263,0,0,0,0,0,0,1,
264,5000,0,0,0,1000,1770,0,
265,1737,1814,1978,1733,2241,1700,0,
266,15683,1381,3300,2452,2728,0,1,
267,0,0,4000,11000,0,0,1,
268,20585,0,0,0,0,0,0,
269,10000,12007,9170,4853,4531,3909,0,
270,0,91059,155,28490,0,1041,0,
271,16090,16076,40203,17974,34518,369,0,
272,1482,2000,3000,3000,1500,2000,0,
273,11272,26703,27988,1480,22133,0,0,
274,1119,1130,730,0,294,305,0,
275,2506,3500,2104,2015,2001,2102,0,
276,77,1460,0,0,0,0,0,
277,1470,7289,0,0,2376,0,0,
278,17000,15029,30000,12000,12000,23000,0,
279,0,0,0,0,970,830,1,
280,6300,5700,5620,5000,5014,5135,0,
281,0,2659,0,2309,1087,0,1,
282,11320,10000,7600,8000,8000,8200,0,
283,2000,4000,0,1600,1600,1700,0,
284,10000,0,14000,16500,16000,19000,1,
285,1917,1000,1000,1000,1068,0,1,
286,12100,0,0,6000,5000,6000,0,
287,3000,3000,2096,2115,2089,2207,0,
288,5500,0,580,600,600,600,0,
289,1426,3700,718,1500,1500,3000,1,
290,16000,17610,17500,13810,14100,14520,1,
291,5026,5000,21000,858,2160,200,0,
292,8000,8263,7127,4000,3000,2500,0,
293,10500,10500,10500,10500,10500,10500,0,
294,2500,2000,2000,4500,4000,1500,0,
295,4752,5010,2505,2700,2623,2800,0,
296,7785,3000,0,0,8500,0,0,
297,0,0,1074,3292,0,508,0,
298,34151,86466,232242,3199,7500,30,0,
299,3200,4613,1100,1500,1500,966,0,
300,2278,918,864,1300,514,175,0,
301,9284,6960,6055,7651,8,5159,0,
302,0,5100,2000,2000,0,4046,1,
303,2000,2500,3000,3000,2000,3000,0,
304,9970,10261,17003,7657,7750,7861,1,
305,1250,1200,1000,0,316,31002,0,
306,712,712,712,862,712,1840,1,
307,1891,1799,1728,6000,0,330,0,
308,5000,2000,0,2000,6000,300,0,
309,2500,1011,301,37,17,0,0,
310,0,0,0,0,0,200,1,
311,2800,2398,2000,2000,1700,2005,0,
312,0,0,0,0,0,0,0,
313,22909,64167,1113,32000,578,1768,0,
314,0,381,1060,429,0,398,0,
315,8600,8000,9000,8200,8500,8500,1,
316,2500,1500,1226,1059,2000,1138,0,
317,1500,800,700,800,800,800,1,
318,8419,390,390,780,0,390,1,
319,1473,390,390,390,1320,0,0,
320,12500,10882,9902,10000,10000,17629,0,
321,1647,4800,0,0,1326,3500,1,
322,780,0,0,0,0,0,1,
323,3234,7021,6,7,0,0,0,
324,396,396,396,396,396,396,0,
325,3000,11000,5000,3150,2000,4000,0,
326,1450,1400,1300,400,400,400,0,
327,3478,2073,0,0,1129,1163,1,
328,2300,0,784,984,1400,0,0,
329,7113,12163,3787,714,5369,10026,0,
330,3255,3056,2802,2813,4000,3500,0,
331,0,0,0,0,0,0,1,
332,1154,3100,160,0,0,0,1,
333,780,0,593,0,0,0,0,
334,5003,5003,1723,3115,3000,3000,0,
335,70000,792,1552,0,776,3676,0,
336,7031,2013,3005,2007,5007,1003,0,
337,3630,0,1300,0,0,0,0,
338,0,4000,0,1600,0,3000,1,
339,1600,1400,1600,1600,1600,1000,0,
340,2700,1534,1700,3000,3000,3000,1,
341,1200,1140,1700,0,1100,0,1,
342,0,2400,0,1500,1500,1000,1,
343,1730,3500,0,1011,2450,0,0,
344,4000,5000,4000,4000,5000,4000,0,
345,20000,20012,10036,15000,10000,50000,0,
346,3113,5850,3000,0,6103,0,1,
347,1802,1802,1358,1100,1151,1568,0,
348,13371,9420,16688,606,0,0,0,
349,7010,6000,5006,5000,5000,6000,0,
350,0,0,980,0,0,0,0,
351,1469,2185,0,19777,629,296,0,
352,11500,6074,9000,5000,6047,1000,0,
353,0,15728,1500,1400,0,0,0,
354,864,1198,6081,4203,3044,0,0,
355,1964,11337,6591,1933,10072,33,0,
356,1140,12656,1700,500,12000,0,0,
357,3571,311,8088,5000,1600,1810,0,
358,1068,1114,1000,120,0,0,1,
359,3955,2124,2266,3638,1303,0,0,
360,0,780,0,2000,1170,1320,0,
361,1123,1260,1500,1470,0,1500,0,
362,5000,0,790,3696,3000,5724,0,
363,390,390,1080,0,390,390,0,
364,3595,3842,5760,0,925,2755,0,
365,2067,3000,1171,2000,2000,2500,0,
366,10190,10000,10003,0,0,0,0,
367,1136,1153,1143,329,418,180,1,
368,4404,2826,1880,1805,2182,2000,0,
369,2000,4037,2000,0,0,0,0,
370,0,15362,10000,7000,5000,5000,0,
371,259,7544,0,390,332,780,1,
372,3700,3916,3000,3000,3000,1000,0,
373,0,0,0,0,0,0,1,
374,1403,0,0,473,0,9438,0,
375,1759,1730,1643,1696,1685,1653,0,
376,980,11490,2673,14558,16615,1787,0,
377,4204,2819,93694,3948,4199,3309,0,
378,1500,1800,1200,751,1000,0,0,
379,1805,2514,2475,0,0,0,1,
380,1091,1000,0,0,318,0,0,
381,0,0,2219,390,390,390,0,
382,21844,14105,21124,2520,50961,2670,0,
383,6019,1074,2038,819,0,0,0,
384,1768,1769,1635,1660,1544,1445,0,
385,3385,4074,2592,2696,3569,5240,0,
386,5000,8000,3000,1000,3028,8878,0,
387,0,1200,390,166210,6000,3000,0,
388,5534,4879,11650,12614,7922,6980,0,
389,2613,7021,10019,10051,10046,5016,0,
390,7100,5000,5000,0,4928,4574,1,
391,7900,0,0,0,0,0,0,
392,18006,5860,11470,49613,5983,7133,0,
393,2500,3108,2000,1048,1095,940,1,
394,0,2455,2500,1307,1550,896,0,
395,0,4051,0,0,7,7,0,
396,374,0,0,222,0,401,0,
397,0,1485,0,0,0,0,0,
398,291,291,291,291,291,1451,0,
399,4000,4000,6500,5400,124582,10000,0,
400,0,4160,2540,1055,0,408,0,
401,6000,5000,1000,4000,5000,8000,0,
402,3377,3476,3377,3377,5062,3387,0,
403,11174,0,0,3330,3330,3330,0,
404,2130,1905,1811,1100,1100,1200,0,
405,8006,7000,6000,6500,6500,10000,0,
406,1300,1500,1000,1000,1000,1000,0,
407,627,7388,792,1312,2564,804,0,
408,390,390,390,390,390,96702,0,
409,2000,2000,0,0,0,0,1,
410,1500,4500,0,900,1000,2000,0,
411,1921,2563,2300,2300,1704,700,0,
412,1318,1278,635,802,350,0,0,
413,9860,8537,4912,0,0,9294,0,
414,1300,1332,1301,700,1000,900,0,
415,6500,0,14254,14850,0,5000,0,
416,1868,1144,0,0,0,0,0,
417,2240,6071,1554,0,0,0,1,
418,7000,7000,6011,5000,6000,9000,0,
419,396,361,7600,396,396,396,0,
420,4300,3314,3050,2600,2600,4860,1,
421,0,3554,1855,1337,14542,2955,0,
422,7890,506,2097,758,2005,360,0,
423,0,5035,5000,900,10000,7000,1,
424,3000,0,5369,0,9000,10000,0,
425,18093,15233,12597,15098,14155,20306,0,
426,2900,10,577,430,1017,4,0,
427,3000,3000,2700,2000,2000,2000,0,
428,0,0,1400,0,57,816,0,
429,3242,24685,3535,4505,11859,12000,0,
430,3400,3600,4000,3500,3000,4000,0,
431,4300,3437,3346,3475,5000,10005,0,
432,0,0,2000,0,0,0,0,
433,6000,8000,7000,6500,6000,5600,1,
434,4000,1800,1500,1000,1000,1500,0,
435,1743,1640,1010,95,1595,0,0,
436,4732,1500,1500,1500,1500,1964,1,
437,1261,1261,1651,0,390,390,1,
438,597,1223,700,653,691,17,0,
439,0,0,316,316,316,316,1,
440,1351,1500,150,0,0,0,0,
441,2350,3000,1000,6000,400,9844,1,
442,7000,7000,5500,5500,5600,5000,0,
443,2716,2761,2400,2500,2400,1860,0,
444,8500,5950,4000,3000,6000,30588,1,
445,2272,722,867,1150,5263,5011,0,
446,652,326,652,0,326,326,1,
447,16388,28800,0,0,6136,3080,0,
448,7000,7000,8500,5000,6000,5000,0,
449,1602,1989,1782,1169,1196,1152,1,
450,14539,8796,20375,17329,20087,0,0,
451,1360,1206,256,72,0,0,0,
452,7262,5586,2272,2998,39321,1390,0,
453,1531,942,608,1738,277,492,0,
454,7728,2344,9536,9043,0,2909,0,
455,9429,8738,7017,7154,7073,7300,0,
456,3415,3002,3177,3271,2702,2620,0,
457,750,1140,1530,750,1140,1530,0,
458,6150,0,6150,0,0,0,0,
459,2100,1600,700,670,866,618,1,
460,1300,1229,1120,292,2784,270,0,
461,0,0,0,0,0,0,0,
462,10000,2000,1500,1000,1000,1000,0,
463,0,1200,1000,126,1000,0,0,
464,2749,2206,1113,1135,1153,1134,0,
465,1443,1443,1443,1443,1443,1443,0,
466,0,0,0,0,0,0,0,
467,7005,10023,7047,7023,7012,7017,0,
468,1600,1300,1277,625,644,639,0,
469,0,0,0,0,0,0,0,
470,4310,5913,4426,4580,4770,4767,0,
471,1456,1200,0,0,2000,5500,0,
472,2000,2000,1300,1000,1100,2000,0,
473,4834,4371,3849,3405,2887,2402,1,
474,6000,7030,8000,5396,5390,5006,0,
475,4586,2863,7845,7000,671,671,0,
476,0,0,0,0,0,0,0,
477,1388,2011,1006,1000,1000,1000,0,
478,5065,20028,3152,2025,5211,10061,0,
479,2286,2712,0,1440,0,0,0,
480,1186,0,497,0,186,0,1,
481,26000,11725,15406,6903,45045,10000,0,
482,8000,10000,10000,8032,8000,8500,0,
483,0,0,0,0,0,0,0,
484,3000,3000,3000,2500,3000,3000,0,
485,5000,120000,10000,5000,4100,4000,0,
486,20000,6000,5000,5000,3000,2000,0,
487,1300,1800,0,450,800,0,0,
488,1500,1620,1000,707,841,657,1,
489,0,5200,0,2500,4000,0,1,
490,4570,5348,4035,8804,3000,3000,0,
491,6000,5600,4500,4300,0,4800,0,
492,4211,3710,3184,3200,3200,3133,1,
493,68781,58436,9536,58302,64460,14000,0,
494,0,0,5144,0,931,0,0,
495,1600,2280,2000,1000,1000,2000,0,
496,3200,4000,3000,1500,1500,1300,0,
497,1251,1281,1173,500,1000,1000,0,
498,27024,12930,162434,123042,188715,200284,0,
499,3000,3500,9700,4000,6300,3000,0,
500,0,0,1000,2190,0,384,0,
501,9117,0,0,0,0,0,1,
502,20078,5017,509,29526,35000,93600,0,
503,9001,10000,3000,10000,6000,10000,0,
504,2000,2500,2500,2000,2000,2000,0,
505,2622,3301,0,360,1737,924,0,
506,1689,0,4013,2278,1132,4721,0,
507,390,390,321,14255,390,390,0,
508,3000,3000,9160,0,0,0,0,
509,44665,8321,2190,24599,7416,77195,0,
510,12936,9190,9000,8100,8100,8000,0,
511,1280,1276,630,653,798,581,0,
512,4500,0,1000,1000,1000,1000,0,
513,0,0,0,0,0,0,0,
514,0,1000,110,500,18963,1000,0,
515,7000,5306,5000,5000,6000,10000,0,
516,10000,65042,12000,5000,6000,6000,0,
517,14158,0,0,7619,5653,652,0,
518,1097,3716,5000,5000,5668,7000,0,
519,1411,1000,5000,0,282,8423,0,
520,2000,2000,3000,0,0,0,0,
521,0,0,2580,0,6941,0,0,
522,6000,2000,3000,2000,2000,3000,0,
523,0,0,347,0,2720,0,1,
524,2500,0,59265,4100,2500,0,1,
525,2000,1307,2000,252,249,100,1,
526,0,7600,5700,6000,6000,12300,0,
527,1475,1000,249,600,201,0,0,
528,15000,3273,0,389,326,813,0,
529,75000,49800,1514,41072,23500,29702,0,
530,8000,6017,6900,5250,5400,6200,0,
531,4252,23785,225,194,6473,22906,0,
532,10000,3012,1000,1000,0,0,0,
533,6229,2000,5600,0,3002,2,0,
534,13517,0,4230,6113,8745,6324,0,
535,0,3000,0,1000,0,10025,1,
536,6658,5146,4000,4000,3866,3435,0,
537,2005,2000,1514,1006,1000,220,0,
538,4500,4117,3000,0,0,0,0,
539,165,274,165,333,165,293,0,
540,1200,1800,1000,1211,20000,3754,0,
541,0,7066,145,0,0,2758,0,
542,0,0,151,0,0,0,0,
543,1010,173,0,3438,10004,5500,0,
544,6344,16560,13024,12541,7091,11414,0,
545,3000,3000,2600,2800,2800,2900,0,
546,5007,1602,10002,5000,2000,2000,0,
547,10000,2509,0,24000,0,27000,0,
548,7960,816,300,0,0,0,1,
549,0,1096,1000,89,256,0,0,
550,3000,2000,0,1218,700,500,0,
551,1500,1500,2000,2500,0,3000,0,
552,1338,1400,274,560,0,0,1,
553,5169,5333,5366,5550,7000,915,0,
554,1582,21133,2941,8191,22842,5567,0,
555,0,0,0,0,1250,0,0,
556,2000,2000,2000,2408,1500,2013,0,
557,1000,0,980,35000,1327,1500,1,
558,3817,1000,13775,12377,34458,1269,0,
559,0,780,150,320,1000,0,0,
560,1156,1156,1889,3367,2267,0,0,
561,701,4137,719,817,5467,9587,0,
562,4000,2230,0,16,16,81,0,
563,2500,21000,2000,687,1500,2000,0,
564,2000,2000,2090,1000,648,2000,1,
565,1200,5000,3000,2300,2400,0,1,
566,10000,14,9497,9124,2000,1200,0,
567,0,0,0,0,0,0,1,
568,36348,3010,20000,1200,2000,1000,0,
569,2522,17213,1000,1000,2100,154700,0,
570,7474,14004,4876,4750,5090,4594,0,
571,0,0,0,0,0,0,0,
572,0,0,0,0,0,780,0,
573,1848,1394,1015,99,47657,1681,0,
574,2007,2007,1370,1407,1359,1381,0,
575,657,2319,1423,0,1820,2496,0,
576,8420,7117,1285,702,810,542,0,
577,181,1133,0,39344,1500,1540,0,
578,105484,4500,2000,2100,4400,2934,0,
579,3100,6000,1125,1300,3000,2500,0,
580,50005,20010,2481,20000,55827,34675,0,
581,2015,1882,2119,45800,662,1000,0,
582,1270,11500,2462,1559,0,3192,0,
583,0,1852,0,3542,0,1116,0,
584,2000,4000,0,2000,2000,2000,0,
585,0,1680,1000,1000,2100,0,0,
586,18280,2284,311,322,323,334,0,
587,2000,1000,0,900,2,1749,0,
588,8000,6700,10027,6700,7500,7000,1,
589,3500,2202,1500,1500,1500,1500,0,
590,1991,1875,1044,1060,1211,1179,0,
591,835,0,649,0,420,1204,1,
592,3073,3010,2010,1200,1000,1000,0,
593,1662,1783,1282,250,12500,12500,0,
594,5000,2000,2030,3000,2000,2000,0,
595,3810,0,3814,1802,2034,4459,1,
596,2554,1000,2959,5000,1000,0,0,
597,7000,7004,5013,5000,6000,5000,0,
598,4200,4000,3100,2000,3000,3000,0,
599,145,0,631,0,0,165,0,
600,0,21300,10000,0,9500,9500,1,
601,16500,0,0,660,0,0,0,
602,416,0,1248,0,416,416,1,
603,323014,1605,349395,250144,271099,220076,0,
604,7500,5800,5700,0,18100,0,1,
605,6384,7540,7540,6301,6517,6035,0,
606,0,0,0,0,0,83,0,
607,2000,1800,1400,1000,1000,1000,0,
608,4810,6164,6069,4425,4412,4123,0,
609,48000,3009,1000,321,2000,1000,0,
610,9934,19312,30000,105180,103752,5742,0,
611,1320,2181,900,2000,0,0,0,
612,5500,7328,5000,2500,2500,3000,0,
613,780,0,0,0,0,0,0,
614,2975,0,1000,1000,790,816,1,
615,0,0,10040,0,8299,0,1,
616,3536,2821,3963,3147,2670,725,0,
617,15349,10,32000,0,3000,0,1,
618,10556,10050,8370,8510,8250,10671,0,
619,1066,1000,0,0,0,0,1,
620,5290,6706,3003,241,712,43974,0,
621,0,4990,4322,1955,980,7490,0,
622,1100,1000,500,0,500,0,0,
623,31348,1328,1000,7000,5192,0,0,
624,1000,159,1778,28704,19474,650,0,
625,1567,2000,2000,1318,4610,0,0,
626,0,0,0,0,0,0,0,
627,0,3500,7000,0,7000,0,1,
628,50706,30028,60300,27054,25003,10,0,
629,1748,1408,1000,1000,1000,1000,0,
630,0,0,0,0,8270,0,0,
631,3292,2755,2270,2193,2205,2284,0,
632,3000,3000,2300,2300,2300,2379,1,
633,0,0,0,0,0,0,0,
634,1000,2363,1200,0,2700,1157,1,
635,4300,0,3365,6700,4000,3500,0,
636,0,3200,1500,1500,1400,1500,1,
637,8213,8668,8247,6729,6639,6764,0,
638,0,0,0,1000,0,264,0,
639,1091,2000,1222,2400,3000,2000,0,
640,0,0,0,13369,0,0,0,
641,1352,1290,4150,15525,0,0,0,
642,68942,40194,942,942,942,942,0,
643,1158,20752,1051,7120,14928,1177,0,
644,5000,3000,2000,2000,4000,800,0,
645,4000,0,4000,3000,0,3000,1,
646,0,0,0,0,0,0,1,
647,0,1560,0,0,0,0,0,
648,1687,1740,3000,1700,1739,1770,0,
649,4600,3789,3811,3465,3186,4389,0,
650,1800,1900,1800,1500,1450,1500,0,
651,6500,6300,7700,6300,6300,6150,0,
652,0,390,780,0,0,0,1,
653,2000,1000,3400,1500,25298,3961,0,
654,9849,6712,11244,9747,8806,11872,0,
655,0,0,0,74731,0,0,0,
656,0,2569,0,2287,2028,0,0,
657,2000,1700,2200,1750,2200,2000,0,
658,598,1062,0,1810,0,3163,0,
659,8300,8900,6700,6699,7400,6900,0,
660,7157,4790,3145,4274,0,2215,0,
661,10116,9150,8008,8000,8009,7714,1,
662,6,8,5117,5008,5021,6026,1,
